sample	MDS1	MDS2
highspore_236	-0.003983799879006	-0.003160372775476
highspore_237	-0.002510759743577	0.004669178612745
highspore_238	-0.003550134040844	-0.007317667398376
highspore_239	-0.004124491959816	-0.004199580882329
highspore_240	-0.006721265927331	-0.003430841813658
highspore_241	-0.006093859980691	-0.002636402358437
highspore_242	-0.001869678499812	-0.003728616913558
highspore_243	-0.004742989793099	-0.001525487532882
highspore_244	-0.005157484126013	-0.006590389905987
highspore_245	-0.000556958810357	-0.002397345917101
highspore_246	-0.002428425426244	-0.004826972025389
highspore_247	-0.008200419140536	0.003089220113875
highspore_248	-0.010119826267616	0.001632183065329
highspore_249	-0.002700739584561	-0.008498406316979
highspore_250	-0.002483797104032	-0.003820658403318
lowspore_1	0.001192778963734	0.010086073435951
lowspore_2	0.005006829351166	0.005339371001319
lowspore_3	0.005502791358922	0.001628781497541
lowspore_4	0.003992511081957	-0.003967142699583
lowspore_5	0.002770092803786	0.00288273293083
lowspore_6	0.000994752890469	0.003384243535871
lowspore_7	0.005159250872443	-0.005401219602646
lowspore_8	0.003168273508114	-0.003527284416131
lowspore_9	0.002938656598515	-0.002372136698512
lowspore_10	0.008617687276257	-0.004339424058611
lowspore_11	0.000876897700912	0.006580605815446
lowspore_12	0.005852183529545	-0.001564303780954
lowspore_13	0.005522870377568	-0.002780188621124
lowspore_14	0.005503059066573	0.006498731281741
lowspore_15	0.000810362715509	-0.009074570197415
lowspore_16	0.006116126981398	-0.005813216496357
lowspore_17	-0.001035607280627	0.004704380138236
lowspore_18	0.004981345630838	-0.003716449311279
lowspore_19	0.002136698622315	0.00540059213337
lowspore_20	0.004059404265395	-0.003181134543197
lowspore_21	0.008247084288083	-0.001251340737863
lowspore_22	0.010947198243451	-0.00331671019822
lowspore_23	0.002714036023484	-7.61223534265678E-05
lowspore_24	0.006330432508204	-0.00563242120828
lowspore_25	0.008209085469496	0.006398348739665
lowspore_26	0.002140206645082	-0.005506013510462
lowspore_27	0.006959144547965	0.010677226312346
lowspore_28	0.002666477389967	-0.005749465993475
lowspore_29	0.005182084819927	0.000533127975192
lowspore_30	0.003844252122105	-0.003970754608843
lowspore_31	0.002235259956111	-0.004565622501876
lowspore_32	0.000329525778307	0.004065826068803
lowspore_33	0.001569799807683	-0.007405698669219
lowspore_34	0.000590071674099	-0.009804268043428
lowspore_35	0.00331421774582	-0.002417753870658
lowspore_36	0.002831930689344	0.004326366648023
lowspore_37	0.001437459190475	-0.008386596959599
lowspore_38	0.003950749973388	-0.002919440142517
lowspore_39	0.005165035841614	-0.003242887671223
lowspore_40	0.006501178372382	0.009052902452181
lowspore_41	0.003129213747629	0.001119505607012
lowspore_42	0.003003131483564	-0.003793047736509
lowspore_43	0.006948915636235	0.008363612201709
lowspore_44	0.003189006986208	-0.001714227289842
lowspore_45	0.000806486287747	0.006725563692474
lowspore_46	0.006283279938342	-0.003934133993893
lowspore_47	0.000622494624635	0.005847947237343
lowspore_48	0.000924265479865	0.000361619244358
lowspore_49	0.003269357051265	0.004356192940748
lowspore_50	0.003020584138222	-0.002451690164278
lowspore_51	0.008786678308581	0.003596364327342
lowspore_52	0.001908059737304	0.005382278772273
lowspore_53	0.002786060875923	-0.003066368079381
lowspore_54	-0.000351599822566	0.002835679592684
lowspore_55	0.008429286100046	0.000805791363523
lowspore_56	0.004691930670428	0.00151350888532
lowspore_57	0.000639326031727	-0.009390412802957
lowspore_58	0.003757666461999	-0.000520828311154
lowspore_59	0.003211869006155	-0.00801192584926
lowspore_60	0.003995133325283	-0.004009284679384
lowspore_61	0.001412651921591	0.003853548295056
lowspore_62	0.000686516736209	-0.009184856476241
lowspore_63	0.006615700584155	-0.005039743581067
lowspore_64	0.006614682206183	-0.002582852627895
lowspore_65	0.003109324253877	0.000793151840625
lowspore_66	0.002342034940087	-0.004361480959894
lowspore_67	0.004028721465225	0.001629374926797
lowspore_68	0.003244993263819	0.005536879383206
lowspore_69	0.007851442294159	0.002630890308758
lowspore_70	0.008540414127996	-0.003101588378572
lowspore_71	0.004693228329817	-0.004938972726867
lowspore_72	0.000793113531271	0.008434016427317
lowspore_73	0.003286925243339	-0.003337126112794
lowspore_74	0.005666328266273	0.005200902246802
lowspore_75	0.003650903014304	-0.00592738525326
lowspore_76	0.003902966562589	-0.002500727910921
lowspore_77	0.003202557669845	0.000426823241261
lowspore_78	0.0034767471429	-0.000693930678924
lowspore_79	-0.000733401697765	0.000600123795652
lowspore_80	-0.001919656283862	0.008742162105105
lowspore_81	0.002387114653162	0.001770191694437
lowspore_82	0.004332815104747	-0.004280610061478
lowspore_83	0.003878105120262	-0.001476428668599
lowspore_84	0.002687123229676	0.001263425044523
lowspore_85	0.010092024580735	-0.006725941659633
lowspore_86	0.002916208523631	0.000115390030661
lowspore_87	0.000953336886493	-0.008398313180901
lowspore_88	0.002606756601451	0.000112464808211
lowspore_89	0.009139382287366	-0.006237703967139
lowspore_90	0.001724087694354	0.007541858274198
lowspore_91	0.002833499094576	-0.00234500974915
lowspore_92	0.002460741084911	-0.003844649488041
lowspore_93	0.000636041588871	-0.008049838559026
lowspore_94	0.005954885136962	-0.006720119728155
lowspore_95	0.003623388543316	-0.00316973888985
lowspore_96	0.00169448740736	-0.006990548605704
lowspore_97	0.005618286591119	0.006239437519762
lowspore_98	0.007046408216309	-0.003180535956633
lowspore_99	0.008365916300767	-0.002550185399503
lowspore_100	0.006869003934701	-0.004275582295671
lowspore_101	0.003682142903136	0.000694473092854
lowspore_102	0.002748091270225	-0.001011779524005
lowspore_103	0.008580862639707	-0.005117649074083
lowspore_104	0.000174910135285	0.002245307120974
lowspore_105	0.00786346512641	0.008076924427926
lowspore_106	0.00360441303708	0.004027463585763
lowspore_107	0.004751562233105	-0.005689133288459
lowspore_108	0.006121224652546	-0.004199157209192
lowspore_109	0.007625633039951	-0.003863731488819
lowspore_110	0.003133700970465	-0.004073364697448
lowspore_111	0.006019770266503	-0.0093690104947
lowspore_112	0.007206510709494	-0.005805665342469
lowspore_113	0.002412072879075	-0.003615641727643
lowspore_114	0.005277601609575	-0.003304593084979
lowspore_115	0.001845787746004	0.00611204807815
lowspore_116	0.002284318190339	0.009073805122563
lowspore_117	-0.000852178876623	0.009017573254065
lowspore_118	0.012000481054283	7.02399023050004E-05
lowspore_119	0.002857799760824	-0.003924030408933
lowspore_120	0.008621745514803	-0.001429851496227
lowspore_121	0.002739205771381	0.00320796393899
lowspore_122	0.004427761150882	-0.005251493531696
lowspore_123	0.007411988357521	-0.001596996455402
lowspore_124	0.004725627194442	-0.006327661650204
lowspore_125	0.003159607189098	-0.000520426119994
lowspore_126	0.006780051653866	-0.000213536537194
lowspore_127	0.00515373113237	0.004161508757683
lowspore_128	0.003061473407383	-0.001391972249464
lowspore_129	0.006684593570736	-0.001385480852383
lowspore_130	0.001486191421928	0.000811323909207
lowspore_131	0.00508955312224	-0.004488866260741
lowspore_132	0.004888780711373	0.000119167400007
lowspore_133	0.003641823187068	0.000371955564705
lowspore_134	0.006140930752781	-0.007113620745297
lowspore_135	0.01048073103207	-0.004827069099896
lowspore_136	0.00307648437157	-0.000468998445914
lowspore_137	0.001934507011716	0.006574339557397
lowspore_138	0.011479488847889	0.001658259992391
lowspore_139	0.00309301567676	0.004346549368252
lowspore_140	0.002808506936635	-0.008982963518469
lowspore_141	0.004463243203644	0.003259918789227
lowspore_142	0.004832180064409	-0.001349778485007
lowspore_143	-0.001642789328541	0.008608246273865
lowspore_144	0.003194036734658	-0.004184351720255
lowspore_145	0.006160998905074	0.009618288624176
lowspore_146	0.002142672865344	0.001454380639792
lowspore_147	0.00252975521819	-0.000748013399931
lowspore_148	0.003399134583932	0.00709078884952
lowspore_149	0.005891344452962	-0.003208207254813
lowspore_150	0.00624602981098	-0.007125739831784
lowspore_151	0.00652050256835	-0.004377755971965
lowspore_152	0.00220609301834	-0.005541103471042
lowspore_153	0.007160896152953	0.001408837170482
lowspore_154	0.000232896971256	0.004836593544021
lowspore_155	0.003427753353542	0.001282569190784
lowspore_156	-0.002094844031151	0.009447170092055
lowspore_157	0.004637900111511	-0.005747343728675
lowspore_158	0.001168714500538	0.007255115281122
lowspore_159	0.004248974940533	-0.006252476031862
lowspore_160	0.00652295518192	-0.004531072168603
lowspore_161	5.13963641299675E-05	0.009226944994211
lowspore_162	0.001918922064377	0.000874781839624
lowspore_163	0.010372410444348	-0.002355775055096
lowspore_164	0.008870568879958	0.002277493752778
lowspore_165	0.006951195579019	-0.004444025944249
lowspore_166	-0.000887458134877	0.006190780282149
lowspore_167	0.009707232904392	-0.00703971647622
lowspore_168	0.007512570275465	-0.00582554173504
lowspore_169	0.003527039551318	0.006057946962376
lowspore_170	0.004916765901345	-0.005054809170476
lowspore_171	0.005898869492922	-0.005231587777833
lowspore_172	0.002337850132857	-0.005605354348846
lowspore_173	0.003052530264198	-0.005053641573071
lowspore_174	0.002241647566991	0.000845893686863
lowspore_175	0.003857818130788	-0.001874391302573
lowspore_176	0.007842771893645	-0.005928188889039
lowspore_177	0.007440019128231	-0.000844777444218
lowspore_178	0.004285142852968	-0.004419199448261
lowspore_179	-0.000441470466456	0.00467312193162
lowspore_180	0.000847396137396	0.009457183026282
lowspore_181	0.00166756723389	0.002542385070379
lowspore_182	0.00063784729686	-0.010634676324809
lowspore_183	0.001876940919904	0.002139898583649
lowspore_184	0.004056635628277	-0.000932830770659
lowspore_185	8.22630354808731E-05	0.007819659735282
lowspore_186	0.004172536478718	-0.002508567321499
lowspore_187	0.010937641534826	-0.000607396843407
lowspore_188	0.007781106054349	-0.003342698222133
lowspore_189	0.007518457424168	-0.004805912142466
lowspore_190	0.0048695569351	-0.001509390613041
lowspore_191	0.003838008582943	-0.004867398993649
lowspore_192	-0.000522425197692	0.003810583878629
lowspore_193	0.0075921035137	-0.005316189559661
lowspore_194	0.007108325406817	-0.006839222377569
lowspore_195	0.007661931786518	-0.005377958201761
lowspore_196	0.00202128919909	0.0069168779109
lowspore_197	0.002512883962177	-0.001427383220115
lowspore_198	0.005084558911682	0.008161201939993
lowspore_199	0.010163446771438	-0.003999126443295
lowspore_200	0.003841458396169	-0.004073767578348
lowspore_201	0.001953875349962	0.003342753179415
lowspore_202	0.00090602662235	0.001938027940828
lowspore_203	0.00340280519254	-0.00471640164546
lowspore_204	0.00523340613257	-0.004500601127636
lowspore_205	0.002838580093144	-0.001821085271895
lowspore_206	0.007760705568561	-0.004887409333697
lowspore_207	0.007461501087818	0.000564616628125
lowspore_208	0.007011592804799	0.001148021337635
lowspore_209	0.004015085972384	-0.004962646107424
lowspore_210	0.00133996980539	0.002932335772933
lowspore_211	0.006054736608815	-0.005767669328055
lowspore_212	0.000384191500603	0.004526225880352
lowspore_213	0.003385442506439	0.001509246356825
lowspore_214	0.009080198820404	-0.00516275557568
lowspore_215	0.003200325210211	-0.001450651027361
lowspore_216	0.00591043069722	-0.002854153427331
lowspore_217	0.000943127936543	0.001207969583398
lowspore_218	0.003993961776101	-0.00395091587689
lowspore_219	0.001480721696845	-0.00872277413353
lowspore_220	0.003449513211789	-0.004500487924367
lowspore_221	0.003118166602797	0.004467415032607
lowspore_222	0.004351388282826	0.001601696344541
lowspore_223	0.000628484556844	0.008936311495342
lowspore_224	0.001566282990066	-0.005966958773481
lowspore_225	0.003780190735349	0.008496600603733
lowspore_226	0.002859517966712	-0.001535625972901
lowspore_227	0.002561374699688	0.006781712720377
lowspore_228	0.005034770595808	0.007854785343912
lowspore_229	0.001513059411769	0.006756538759401
lowspore_230	-0.00082456002667	0.009056236438983
lowspore_231	0.00628636514436	-0.003078210983747
lowspore_232	0.003284579890704	-0.004565385175072
lowspore_233	0.007656308152773	0.001416995766611
lowspore_234	0.003597770826774	-0.001308726231856
lowspore_235	0.00376002112487	0.001006544903939
lowspore_236	0.005207641596157	-0.002024685162065
lowspore_237	0.003008164933071	-0.003890286947831
lowspore_238	0.002399198017753	-0.007241955830103
lowspore_239	0.004639068190719	-0.004959284783955
lowspore_240	0.003993849072688	-0.00452800331541
lowspore_241	0.003392399424253	-0.003656806280559
lowspore_242	0.008600404390244	-0.005652399921764
lowspore_243	0.004298898503906	-0.004364881908071
lowspore_244	0.004232709832304	-0.004622568158576
lowspore_245	0.002278062568381	0.004359870700373
lowspore_246	0.003700799162723	-0.003758823027666
lowspore_247	0.000942071509804	0.005793963248135
lowspore_248	0.003495688437584	-0.003707703116991
lowspore_249	0.001237565729288	-0.003014594204652
lowspore_250	0.008162885824567	0.005632958743582
