id	name	mda
rxn01953_c	N-Acetylmannosamine_hydrolase	28.848
rxn13139_c	Nucleoside_triphosphatase	28.673
rxn00001_c	Nucleoside_diphosphatase	27.765
rxn29571_c	N-Acetylneuraminate_transporter	27.6
rxn05243_c	Leucine_transporter	26.7420576854023
EX_cpd00232_e	N-Acetylneuraminate_exchange	25.524
rxn00297_c	N-Acetyl-D-glucosamine_epimerase	24.327
rxn01322_c	N-Acetylneuraminate_pyruvate-lyase	21.081
rxn00157_c	Formate_acetyltransferase	20.375
EX_cpd00107_e	Leucine_exchange	18.596
