MDS1	MDS2
smooth_98	0.011845296758937	0.00657467747666654
smooth_99	0.0176610969928515	-0.00305062400240871
smooth_100	0.0249620712245312	-0.000987038563368596
smooth_101	0.026485139073949	0.00534860419427047
smooth_102	-0.00133945410091593	-0.00436996292886593
smooth_103	0.016250140945584	0.0137250600930915
smooth_104	-0.00452106328766248	0.0142361656980559
smooth_105	0.015384940612944	-0.00388573864998657
smooth_106	0.00592723013629482	0.00531325920367585
smooth_107	-0.000986094403276411	-0.00650043562723772
smooth_108	-0.00690945288143603	0.00982120976007696
smooth_109	-0.000536382246844006	-0.00886936964918534
smooth_110	-0.00455894118493604	0.014768208384453
smooth_111	0.0257793020017647	0.015104536990348
smooth_112	-0.00124876945567231	-0.0181250550938998
smooth_113	0.00660313100352003	0.00544639180780112
smooth_114	0.0163278023762639	0.00582564681649388
smooth_115	0.02489088991954	-0.0125384966854692
smooth_116	0.0107659055972839	0.0144946874650032
smooth_117	0.00816709379204439	0.00575715047365005
smooth_118	0.0247761423200784	0.0159984655706273
smooth_119	-0.0024049156955508	-0.00418608722119366
smooth_120	0.021601776503433	-0.0104578661604142
smooth_121	-0.0046567339457689	0.0113972706100129
smooth_122	0.0184167150110643	0.0106729704550005
smooth_123	-0.000588694108326279	-0.00427961537714924
smooth_124	0.026408503606139	0.00504460009678313
smooth_125	-0.00345905729374801	0.00524025213012094
smooth_126	0.0168718739913068	0.0106330002797514
smooth_127	0.010685029272625	-0.00232144925796983
smooth_128	0.0216950947084087	-0.00326778042366041
smooth_129	0.00728495731362968	-0.00398832110868124
smooth_130	0.0188510546734174	0.0078800794965945
smooth_131	-0.00083180722319085	-0.00704660011480447
smooth_132	-0.00209836199828274	-0.00156877853878928
smooth_133	0.00384620230061147	-0.00269350521789175
smooth_134	0.00458060995404862	-0.00269750422424419
smooth_135	0.0161418509048718	-0.00459091774444001
smooth_136	0.0129078923185756	0.0116086273576237
smooth_137	0.0271964229478874	0.00776635128222663
smooth_138	-0.00361847108961415	0.0122155008643147
smooth_139	0.0230629394861972	0.0105699148847492
smooth_140	-0.000719461602419348	0.0163788614296451
smooth_141	-0.00235796411805337	-0.000323949272962565
smooth_142	0.00906851725685521	-0.00902201709836559
smooth_143	0.0059124825923969	-0.00246722792978782
smooth_144	0.0118812583373256	-0.00911365359600576
smooth_145	0.0250835494801001	0.0109518899295148
smooth_146	0.0184337091760771	-0.00434412407920196
smooth_147	0.0158392556296361	0.0127956936224118
smooth_148	-0.0015208587178627	0.0100552427859607
smooth_149	0.0237536376094524	0.00235655473556993
smooth_150	-0.00239433706880472	-0.0147172697463691
smooth_151	0.019754136745752	-0.00413355299805129
smooth_152	-0.00165197701895351	0.0106570380852876
smooth_153	0.0170129208202712	0.00647098512436336
smooth_154	0.0110903747989691	0.0130767798974598
smooth_155	0.0240435694648204	-0.00734687767596719
smooth_156	0.0146881802520194	-0.00246369895596441
smooth_157	0.00402962276745728	0.0177206600932001
smooth_158	0.0171602270469211	0.007672982943867
smooth_159	-0.00429367298833186	0.00923397701779101
smooth_160	0.00976828735487529	0.0117599322649793
smooth_161	-0.000586567057629987	-0.00799832626761036
smooth_162	0.0250829494883157	-0.000392760625423081
smooth_163	0.0171972011841298	0.00817023061028923
smooth_164	0.0245078631209942	-0.0069944941670916
smooth_165	-0.00292991758844737	0.0115632157361195
smooth_166	0.0222219867779921	-0.00839580425392329
smooth_167	0.0254040123162299	-0.00404396950257568
smooth_168	0.00672657004319458	-0.00895026300559763
smooth_169	0.0172158080306325	0.0106421696005057
smooth_170	0.0214417068454621	-0.0039281465013824
smooth_171	0.0172384794440551	-0.00927049773610211
smooth_172	-0.000561073566818486	-0.00838787329121574
smooth_173	-0.00374148305471446	0.0123080122793243
smooth_174	0.0254060339221204	0.00106491481503582
smooth_175	-0.00217677281198884	0.00984725916322322
smooth_176	0.00309993049864907	-0.0178865201725895
smooth_177	0.0149004913318599	-0.00794532750302635
smooth_178	-0.00252308479778029	-0.00812143210801214
smooth_179	0.00621260940774833	-0.00287478186344296
smooth_180	0.0248139330375737	0.01607032863499
smooth_181	0.0156271389299172	0.00769290365417933
smooth_182	0.02417422670892	-0.00487837403309191
smooth_183	0.0172485521240794	-0.00395393552070283
smooth_184	0.0210481551766461	-0.0111278509729519
smooth_185	0.0208128344944637	-0.0113912477020672
smooth_186	-0.00344217099978609	0.012030236193263
smooth_187	-0.000763373143156747	0.0169994139081546
smooth_188	-0.00262484473516479	0.000932710850582697
smooth_189	-0.00453943711094806	0.0140483364907635
smooth_190	-0.00250723042581717	-0.0163094820815638
smooth_191	0.0210323889982999	-0.00815212429131239
smooth_192	-0.00187226727778206	-0.00496880376511135
smooth_193	-0.00473493300109196	-0.0108255965609862
smooth_194	0.00113206256781307	-0.00373965916870856
smooth_195	0.0241921271022451	-0.00473595133850071
smooth_196	0.020522234632178	0.0155742922769867
smooth_197	-0.00050052609047835	-0.0097033632546034
smooth_198	-0.00310605576783662	0.00264234421368325
smooth_199	0.0150962696557467	-0.0104605339670403
smooth_200	0.0140122890361456	-0.00925551335230278
smooth_201	-0.00331105614982287	0.00380967247222034
smooth_202	-0.0072161483808305	0.00930332194742894
smooth_203	0.024051644540732	-0.00591702967285902
smooth_204	0.00497285051900884	-0.00274586608105077
smooth_205	0.0122521326735163	-0.0157517491071691
smooth_206	0.0173615716039233	-0.00989975920979534
smooth_207	0.0153081163308435	-0.0054749369356035
smooth_208	0.0233438780372189	-0.0109995878516411
smooth_209	0.0197189148982209	0.0105214758787018
smooth_210	-0.00135880666759484	-0.00315682941919425
smooth_211	0.0236078742529856	0.0106683950143799
smooth_212	0.0106827713734574	0.00635181760795515
smooth_213	-0.00278146825495058	0.0159430251399754
smooth_214	0.0214485752354137	-0.00810132841469638
smooth_215	0.0160131619971354	0.005772559970541
smooth_216	0.000721517779528952	-0.00804576118928329
smooth_217	0.0239444507297352	-0.00293817221995096
smooth_218	0.0028362256303152	-0.00323327230766022
smooth_219	0.00306979690492773	0.010094381526353
smooth_220	0.0046398225012615	-0.00391905080892816
smooth_221	-0.00277543989698381	0.0013967075816211
smooth_222	0.0113402046631908	0.0141398945924813
smooth_223	0.0222804298940629	-0.0139738189089515
smooth_224	0.0101723536258543	-0.00902578299027403
smooth_225	0.0268540551414783	0.00664254006372063
smooth_226	0.00678057137884972	0.0103246539081303
smooth_227	0.0149324713659903	0.0132988745033537
smooth_228	-0.0022049319879454	-0.00412609632027199
smooth_229	0.000151482563251042	-0.0151763090829944
smooth_230	0.00822830411284139	-0.0105090999602007
smooth_231	0.0243879326790047	-0.00906750228728709
smooth_232	0.0203367306725848	0.00790605652971367
smooth_233	-0.00321256767339707	0.00314352772129727
smooth_234	0.00644017557895729	0.0121424954055836
smooth_235	-0.000551698243559724	-0.0128088887414768
smooth_236	0.0170562361964982	-0.00582563940126357
smooth_237	0.0270382669761933	0.00724574614526746
smooth_238	0.0194852385497606	-0.00633780065938084
smooth_239	0.0165049934398234	-0.00135997474910465
smooth_240	0.00609146231159155	0.0174955017944771
smooth_241	0.016576936229263	-0.00464913651472352
smooth_242	0.00377761325314341	0.00476322989918562
smooth_243	0.0206190178523992	-0.00659822696422577
smooth_244	-0.00546710636991865	-0.00613939493609198
smooth_245	-0.00525565233210173	-0.00518664418048826
smooth_246	0.0137458190045933	-0.00745933668095298
smooth_247	0.00117376611170053	0.0157936069520596
smooth_248	-0.00415812880038616	0.015221136146941
smooth_249	0.0244815251362083	-0.00406702711138805
smooth_250	0.0206584688234872	-0.00801206295932599
