reaction	linear_coefficient
rxn02200_c	0.34067937085824695
rxn07841_c	0.34067937085824695
rxn07842_c	0.34067937085824695
rxn02201_c	0.34067937085824695
rxn00836_c	0.34617371475157444
rxn00915_c	0.34617371475157444
rxn00938_c	0.5769359455854804
rxn00345_c	0.5769359455854804
rxn00390_c	0.5769359455854804
rxn00376_c	0.5769359455854804
rxn02230_c	0.6923170458105872
rxn02229_c	0.6923170458105872
rxn00423_c	0.6923170458105872
rxn00364_c	0.4395774697870638
rxn00707_c	0.4395774697870638
rxn01219_c	0.4395774697870638
rxn03933_c	0.4395774697870638
rxn03408_c	0.4395774697870638
peptidoglycan_rxn	0.4395774697870638
rxn00141_c	0.6923170458105872
rxn02177_c	0.6923170458105872
rxn05736_c	1.0
rxn00988_c	1.0
rxn00947_c	1.0
rxn09450_c	1.0
rxn09449_c	1.0
rxn09448_c	1.0
rxn01452_c	0.06046810575177885
rxn03861_c	0.06046810575177885
rxn00022_c	1.0
rxn00575_c	1.0
rxn00974_c	1.0
rxn00973_c	1.0
rxn01388_c	1.0
rxn04031_c	1.0
rxn00346_c	1.0
rxn00194_c	1.0
rxn00405_c	1.0
rxn01231_c	1.0
rxn00322_c	1.0
rxn05456_c	0.20881523895315784
rxn05383_c	0.20881523895315784
rxn05358_c	0.20881523895315784
rxn05452_c	0.20881523895315784
rxn05459_c	0.20881523895315784
rxn05465_c	0.20881523895315784
rxn05451_c	0.20881523895315784
rxn05457_c	0.20881523895315784
rxn05458_c	0.20881523895315784
rxn05455_c	0.20881523895315784
rxn05454_c	0.20881523895315784
rxn05408_c	0.20881523895315784
rxn05453_c	0.20881523895315784
rxn10288_c	1.0
rxn10274_c	1.0
rxn10275_c	1.0
rxn10284_c	1.0
rxn10273_c	1.0
rxn10281_c	1.0
rxn10278_c	1.0
rxn10287_c	1.0
rxn10271_c	1.0
rxn10283_c	1.0
rxn10286_c	1.0
rxn10285_c	1.0
rxn10282_c	1.0
rxn10277_c	1.0
rxn10276_c	1.0
rxn10280_c	1.0
rxn10272_c	1.0
rxn10279_c	1.0
rxn02107_c	0.3022189939886472
rxn03915_c	0.3022189939886472
rxn03365_c	0.3022189939886472
rxn05126_c	0.3022189939886472
rxn04727_c	0.3022189939886472
rxn04270_c	0.3022189939886472
rxn02687_c	0.3022189939886472
rxn03366_c	0.3022189939886472
rxn07876_c	0.3022189939886472
rxn03618_c	0.3022189939886472
rxn00532_c	0.3022189939886472
rxn01643_c	0.3022189939886472
rxn04723_c	0.3022189939886472
rxn05127_c	0.3022189939886472
rxn04271_c	0.3022189939886472
rxn03921_c	0.3022189939886472
rxn04737_c	0.3022189939886472
rxn07885_c	0.3022189939886472
rxn04658_c	0.3022189939886472
rxn04744_c	0.3022189939886472
rxn01851_c	0.3022189939886472
rxn07875_c	0.3022189939886472
rxn05417_c	0.10442282651470607
rxn05425_c	0.10442282651470607
rxn05404_c	0.10442282651470607
rxn05367_c	0.10442282651470607
rxn05429_c	0.10442282651470607
rxn05460_c	0.10442282651470607
rxn05349_c	0.10442282651470607
rxn05413_c	0.10442282651470607
rxn05421_c	0.10442282651470607
rxn05345_c	0.10442282651470607
rxn05400_c	0.10442282651470607
rxn05375_c	0.10442282651470607
rxn05350_c	0.10442282651470607
rxn05363_c	0.10442282651470607
rxn05347_c	0.10442282651470607
rxn05396_c	0.10442282651470607
rxn05346_c	0.10442282651470607
rxn05359_c	0.10442282651470607
rxn05379_c	0.10442282651470607
rxn05344_c	0.10442282651470607
rxn05384_c	0.10442282651470607
rxn05371_c	0.10442282651470607
rxn05348_c	0.10442282651470607
rxn05409_c	0.10442282651470607
rxn05392_c	0.10442282651470607
rxn05388_c	0.10442282651470607
rxn05343_c	0.10442282651470607
rxn01548_c	0.6923170458105872
rxn01859_c	0.6923170458105872
rxn01799_c	0.6923170458105872
rxn01138_c	0.6923170458105872
rxn01649_c	0.6923170458105872
rxn01985_c	0.6923170458105872
rxn01646_c	0.6923170458105872
rxn01446_c	0.6923170458105872
rxn01647_c	0.6923170458105872
rxn01358_c	0.6923170458105872
rxn12639_c	0.02200772888217909
rxn12636_c	0.02200772888217909
rxn12638_c	0.02200772888217909
rxn12633_c	0.02200772888217909
rxn12640_c	0.02200772888217909
rxn12637_c	0.02200772888217909
rxn12642_c	0.02200772888217909
rxn00650_c	0.02200772888217909
rxn12646_c	0.02200772888217909
rxn12634_c	0.02200772888217909
rxn12645_c	0.02200772888217909
rxn12635_c	0.02200772888217909
rxn12644_c	0.02200772888217909
rxn12643_c	0.02200772888217909
rxn12641_c	0.02200772888217909
rxn30239_c	0.0494794179651239
rxn12847_c	0.0494794179651239
rxn12846_c	0.0494794179651239
rxn30242_c	0.0494794179651239
rxn30246_c	0.0494794179651239
rxn08133_c	0.0494794179651239
rxn12844_c	0.0494794179651239
rxn30247_c	0.0494794179651239
rxn30245_c	0.0494794179651239
rxn30238_c	0.0494794179651239
rxn30240_c	0.0494794179651239
rxn30237_c	0.0494794179651239
rxn07466_c	0.0494794179651239
rxn30241_c	0.0494794179651239
rxn30244_c	0.0494794179651239
rxn12845_c	0.0494794179651239
rxn02168_c	0.06596244964510632
rxn00490_c	0.06596244964510632
rxn05958_c	0.3626567464315568
