	minimum	maximum
rxn03408_c	15.208286209258176	22.698934640685025
rxn00022_c	31.012230295046802	872.155343598799
rxn01358_c	-797.8704395557041	1000.0000000000007
rxn00258_c	-390.6669721024049	-16.660148199374362
rxn09177_c	0.055763716099588995	0.0832294270148334
rxn01218_c	-2.383388137271755	-1.5968700519719388
rxn00001_c	266.6113568404001	450.1846953074893
rxn00910_c	-708.0268019217297	1000.0
rxn00337_c	15.208286209258349	22.698934640685017
rxn08669_c	-0.018915778867153676	-0.012673571840991826
rxn01739_c	0.0506942873641139	0.07566311546895133
rxn00225_c	-998.7326428158951	-103.4343714245356
rxn00148_c	-1000.0	0.0
rxn00100_c	0.05576371609740221	0.08322942701316499
rxn05298_c	-873.103653752214	14.487388541916857
rxn03903_c	15.208286209258517	22.698934640685252
rxn00097_c	97.70345213156938	198.0833449957541
rxn01217_c	1.596870051971991	2.3833881372718357
rxn02212_c	0.050694287364032184	0.07566311546895134
rxn00692_c	-449.00661634035964	6.961755393136514
rxn00926_c	-993.8819893321388	501.99736942600487
rxn03958_c	-258.01122374911165	-172.86751991190226
rxn00506_c	0.0	999.9999999999992
rxn10060_c	-1.7175527211451733	-1.150760323166935
rxn00305_c	0.05069428736419436	0.0756631154689504
rxn01966_c	-46.267995109260596	-30.99955672320459
rxn02380_c	-839.0873004885636	-0.08871500288273637
rxn08799_c	-0.0567473366016884	-0.038020715523089166
rxn05938_c	2.3874235921539366e-12	998.5805599538025
rxn05555_c	0.05069428736419366	0.07566311546894962
rxn09111_c	0.012673571841105513	0.018915778867153676
rxn01643_c	15.208286209257697	22.698934640685113
rxn00392_c	0.005069428736419366	0.007566311546894987
rxn00747_c	-350.5662102392108	530.7287910311954
rxn01334_c	-613.5684737360721	-5.684341886080801e-13
rxn02175_c	0.0557637160976031	0.08322942701481971
rxn02009_c	15.208286209258246	22.698934640685046
rxn00555_c	63.13709643384516	997.5159799191547
rxn01505_c	61.84703058431728	92.30900087211876
rxn00213_c	-46.154500436059266	-30.923515292159323
rxn01740_c	-0.07566311546895577	-0.05069428736419468
rxn00139_c	-13.95319704269673	-9.348642018604778
rxn03910_c	172.86751991190215	258.0112237491235
rxn00182_c	-730.1521104071948	792.3160406948342
rxn08815_c	-0.01891577886703999	-0.01267357184087814
rxn00405_c	0.0	996.755565608692
rxn01132_c	-872.1553435987767	-31.012230295047175
rxn03908_c	172.86751991189283	258.0112237491245
rxn01255_c	0.05069428736418878	0.07566311546900525
rxn05485_c	-935.6689493348383	-1.290065849525945
rxn00527_c	-5.115907697472721e-12	245.72917853009415
rxn10271_c	0.01267357184087814	0.018915778867267363
rxn01548_c	-833.6468063623358	998.1100652588894
rxn08352_c	15.715229082899222	23.45556579537508
rxn01345_c	0.0	613.5684737361581
rxn05645_c	0.05576371610061415	0.08322942701568081
rxn01967_c	-905.3047015691374	-62.01178701825063
rxn01116_c	108.5962919959311	666.6497685708775
rxn00711_c	9.348642018604766	13.953197042697038
rxn00908_c	-447.8558560171907	8.155349406914045
rxn01138_c	-4.821837836929831	-3.2306313507443747
rxn01870_c	0.012673571840821502	839.00598562846
rxn00297_c	0.5069428736419468	0.756631154689444
rxn00611_c	-0.9268731644954187	-0.6210050202120101
rxn00931_c	0.0	884.3940945426313
rxn08756_c	157.15229082900598	234.55565795374667
rxn08647_c	-1.6084290699554351e-12	838.9924331517797
rxn10168_c	0.05069428736419411	0.07566311546895066
rxn09657_c	0.05069428736419468	0.07566311546895577
rxn00283_c	53.22900173240362	79.4462712423981
rxn00410_c	3.006279726472055	4.486984666376493
rxn01333_c	61.72663165184383	882.6979463055063
rxn12510_c	0.0557637160995847	0.08322942701367934
rxn03933_c	15.208286209258176	22.698934640685138
rxn01977_c	61.923072015365165	92.42249554532236
rxn01986_c	0.0	1000.0
rxn01646_c	-0.3026524618757094	-0.20277714945666503
rxn00105_c	0.2027771494568897	0.3026524618758692
rxn00223_c	0.012673571840991826	839.0059856284612
rxn00784_c	0.0	1000.0000000000006
rxn02285_c	-45.39786928137016	-30.41657241851658
rxn05663_c	0.6488868782616585	0.9684878780025343
rxn03907_c	172.86751991190692	258.0112237491244
rxn01213_c	15.715229082900692	23.45556579537515
rxn00459_c	0.0	838.9924331517846
rxn05209_c	-570.8442042112669	-137.37889371235144
rxn05059_c	-0.665835416126697	-0.4461097288049132
rxn10474_c	-0.07566311546895577	-0.05069428736419468
rxn00260_c	16.710842486740603	390.7426352178737
rxn00461_c	30.416572418516466	45.39786928137005
rxn10473_c	-0.07566311546895577	-0.05069428736419468
rxn08309_c	0.012673571840991826	0.018915778867153676
rxn03841_c	0.05069428736419411	0.07566311546894995
rxn04954_c	-1000.0	708.0268019217121
rxn01257_c	0.050694287364308366	0.07566311546906945
rxn02213_c	0.05069428736415279	0.0756631154689084
rxn00704_c	30.923515292159436	46.15450043606029
rxn03641_c	-1.1368683772161603e-13	993.9926794191994
rxn01671_c	0.20277714945667066	0.30265246187453937
rxn05313_c	29.019246234368097	43.3123078124861
rxn01332_c	0.05069428736415278	0.07566311546890835
rxn00785_c	-333.29953714175656	-54.272798854281746
rxn03909_c	172.86751991190684	258.0112237491194
