reaction	linear_coefficient
rxn07841_c	0.0025799641267617093
rxn02200_c	0.0019194718686142446
rxn02201_c	0.0019194718686142446
rxn07842_c	0.0025799641267617093
rxn00836_c	0.00027650187682849465
rxn00915_c	0.00027650187682849465
rxn00390_c	0.00540654776605925
rxn00376_c	0.00540654776605925
rxn00938_c	0.00540654776605925
rxn00345_c	0.00540654776605925
rxn02230_c	0.04070334044829627
rxn02229_c	0.04070334044829627
rxn00423_c	0.05350759352079937
rxn01219_c	0.0025966854497527845
rxn00364_c	0.0025966854497527845
rxn00707_c	0.0025966854497527845
rxn03933_c	0.0013273450195379457
rxn03408_c	0.0013273450195379457
peptidoglycan_rxn	0.0013273450195379457
rxn02177_c	0.01738377540430999
rxn00141_c	0.01738377540430999
rxn09450_c	0.01986553176087292
rxn09449_c	0.01986553176087292
rxn09448_c	0.01986553176087292
rxn00947_c	0.01986553176087292
rxn05736_c	0.01986553176087292
rxn00988_c	0.01986553176087292
rxn03861_c	0.0005503635447636617
rxn01452_c	0.0005503635447636617
rxn00022_c	0.015317331907300506
rxn00575_c	0.015317331907300506
rxn01388_c	0.008153325091081206
rxn00973_c	0.008153325091081206
rxn00974_c	0.008153325091081206
rxn04031_c	1.0
rxn00346_c	0.028553859181338424
rxn00194_c	0.028553859181338424
rxn00322_c	0.028553859181338424
rxn00405_c	0.028553859181338424
rxn01231_c	0.028553859181338424
rxn05454_c	0.0013530270515003148
rxn05456_c	0.0013530270515003148
rxn05451_c	0.0013530270515003148
rxn05452_c	0.0013530270515003148
rxn05358_c	0.0013530270515003148
rxn05453_c	0.0013530270515003148
rxn05408_c	0.0013530270515003148
rxn05455_c	0.0013530270515003148
rxn05458_c	0.0013530270515003148
rxn05383_c	0.0013530270515003148
rxn05465_c	0.0013530270515003148
rxn05459_c	0.0013530270515003148
rxn05457_c	0.0013530270515003148
rxn10287_c	0.010324336861532484
rxn10280_c	0.010324336861532484
rxn10288_c	0.010324336861532484
rxn10286_c	0.010324336861532484
rxn10281_c	0.010324336861532484
rxn10285_c	0.010324336861532484
rxn10276_c	0.010324336861532484
rxn10271_c	0.010324336861532484
rxn10278_c	0.010324336861532484
rxn10273_c	0.010324336861532484
rxn10272_c	0.010324336861532484
rxn10277_c	0.010324336861532484
rxn10282_c	0.010324336861532484
rxn10274_c	0.010324336861532484
rxn10279_c	0.010324336861532484
rxn10283_c	0.010324336861532484
rxn10284_c	0.010324336861532484
rxn10275_c	0.010324336861532484
rxn03618_c	0.0011950145495511605
rxn04744_c	0.0011950145495511605
rxn05127_c	0.0011950145495511605
rxn05126_c	0.0011950145495511605
rxn00532_c	0.0011950145495511605
rxn03366_c	0.0011950145495511605
rxn04270_c	0.0011950145495511605
rxn07885_c	0.0011950145495511605
rxn02687_c	0.0011950145495511605
rxn04727_c	0.0011950145495511605
rxn07875_c	0.0011950145495511605
rxn04737_c	0.0011950145495511605
