reaction	linear_coefficient
rxn07842_c	0.8716264430238854
rxn02201_c	0.8716264430238854
rxn02200_c	0.8716264430238854
rxn07841_c	0.8716264430238854
rxn00836_c	0.8783829165251524
rxn00915_c	0.8783829165251524
rxn00345_c	0.5675837156550321
rxn00938_c	0.5675837156550321
rxn00390_c	0.5675837156550321
rxn00376_c	0.5675837156550321
rxn02229_c	1.0
rxn02230_c	1.0
rxn00423_c	1.0
rxn00364_c	0.8783829165251524
rxn00707_c	0.8783829165251524
rxn01219_c	0.8783829165251524
rxn03933_c	0.37840159825975905
peptidoglycan_rxn	0.37840159825975905
rxn03408_c	0.37840159825975905
rxn00141_c	0.7567658704137743
rxn02177_c	0.7567658704137743
rxn09449_c	1.0
rxn00947_c	1.0
rxn09448_c	1.0
rxn00988_c	1.0
rxn09450_c	1.0
rxn05736_c	1.0
rxn03861_c	0.01355038519868585
rxn01452_c	0.01355038519868585
rxn00022_c	0.7567658704137743
rxn00575_c	0.7567658704137743
rxn01388_c	0.8783829165251524
rxn00974_c	0.8783829165251524
rxn00973_c	0.8783829165251524
rxn04031_c	1.0
rxn00346_c	1.0
rxn01231_c	1.0
rxn00194_c	1.0
rxn00405_c	1.0
rxn00322_c	1.0
rxn05452_c	0.8716264430238854
rxn05457_c	0.8716264430238854
rxn05358_c	0.8716264430238854
rxn05451_c	0.8716264430238854
rxn05456_c	0.8716264430238854
rxn05408_c	0.8716264430238854
rxn05383_c	0.8716264430238854
rxn05459_c	0.8716264430238854
rxn05465_c	0.8716264430238854
rxn05455_c	0.8716264430238854
rxn05454_c	0.8716264430238854
rxn05458_c	0.8716264430238854
rxn05453_c	0.8716264430238854
rxn10284_c	0.8783829165251524
rxn10271_c	0.8783829165251524
rxn10280_c	0.8783829165251524
rxn10282_c	0.8783829165251524
rxn10281_c	0.8783829165251524
rxn10288_c	0.8783829165251524
rxn10278_c	0.8783829165251524
rxn10273_c	0.8783829165251524
rxn10276_c	0.8783829165251524
rxn10286_c	0.8783829165251524
rxn10272_c	0.8783829165251524
rxn10277_c	0.8783829165251524
rxn10287_c	0.8783829165251524
rxn10285_c	0.8783829165251524
rxn10275_c	0.8783829165251524
rxn10279_c	0.8783829165251524
rxn10274_c	0.8783829165251524
rxn10283_c	0.8783829165251524
rxn05127_c	0.8716264430238854
rxn07875_c	0.8716264430238854
rxn03366_c	0.8716264430238854
rxn01851_c	0.8716264430238854
rxn04744_c	0.8716264430238854
rxn01643_c	0.8716264430238854
rxn03915_c	0.8716264430238854
rxn04658_c	0.8716264430238854
rxn00532_c	0.8716264430238854
rxn04737_c	0.8716264430238854
rxn04727_c	0.8716264430238854
rxn02107_c	0.8716264430238854
rxn02687_c	0.8716264430238854
rxn03921_c	0.8716264430238854
rxn07876_c	0.8716264430238854
rxn03365_c	0.8716264430238854
rxn04271_c	0.8716264430238854
rxn07885_c	0.8716264430238854
rxn03618_c	0.8716264430238854
rxn05126_c	0.8716264430238854
rxn04723_c	0.8716264430238854
rxn04270_c	0.8716264430238854
rxn05375_c	0.6081227434799812
rxn05384_c	0.6081227434799812
rxn05392_c	0.6081227434799812
rxn05363_c	0.6081227434799812
rxn05417_c	0.6081227434799812
rxn05367_c	0.6081227434799812
rxn05388_c	0.6081227434799812
rxn05343_c	0.6081227434799812
rxn05409_c	0.6081227434799812
rxn05347_c	0.6081227434799812
rxn05371_c	0.6081227434799812
