reaction	linear_coefficient
rxn02200_c	0.056969492668127425
rxn07842_c	0.056969492668127425
rxn02201_c	0.056969492668127425
rxn07841_c	0.056969492668127425
rxn00390_c	0.010787122872071465
rxn00345_c	0.010787122872071465
rxn00376_c	0.010787122872071465
rxn00938_c	0.010787122872071465
rxn02230_c	0.0016854879487611663
rxn02229_c	0.0016854879487611663
rxn00423_c	0.5006461037136918
rxn00364_c	0.010000561829316254
rxn00707_c	0.010000561829316254
rxn01219_c	0.010000561829316254
peptidoglycan_rxn	0.010225293555817742
rxn03408_c	0.010225293555817742
rxn03933_c	0.010225293555817742
rxn00141_c	0.007921793359177481
rxn02177_c	0.007921793359177481
rxn09449_c	0.0007303781111298388
rxn00988_c	0.0007303781111298388
rxn09450_c	0.0007303781111298388
rxn09448_c	0.0007303781111298388
rxn05736_c	0.0007303781111298388
rxn00947_c	0.0007303781111298388
rxn01452_c	0.1756840271925389
rxn03861_c	0.1756840271925389
rxn00022_c	0.0246643069835384
rxn00575_c	0.0246643069835384
rxn00974_c	0.010450025282319232
rxn00973_c	0.010450025282319232
rxn01388_c	0.010450025282319232
rxn04031_c	0.0005056463846283499
rxn05456_c	0.01320298893196247
rxn05453_c	0.01320298893196247
rxn05455_c	0.01320298893196247
rxn05383_c	0.01320298893196247
rxn05358_c	0.01320298893196247
rxn05408_c	0.01320298893196247
rxn05458_c	0.01320298893196247
rxn05452_c	0.01320298893196247
rxn05465_c	0.01320298893196247
rxn05459_c	0.01320298893196247
rxn05451_c	0.01320298893196247
rxn05454_c	0.01320298893196247
rxn05457_c	0.01320298893196247
rxn10283_c	0.027473453564807012
rxn10287_c	0.027473453564807012
rxn10284_c	0.027473453564807012
rxn10275_c	0.027473453564807012
rxn10288_c	0.027473453564807012
rxn10285_c	0.027473453564807012
rxn10276_c	0.027473453564807012
rxn10273_c	0.027473453564807012
rxn10281_c	0.027473453564807012
rxn10278_c	0.027473453564807012
rxn10282_c	0.027473453564807012
rxn10280_c	0.027473453564807012
rxn10274_c	0.027473453564807012
rxn10271_c	0.027473453564807012
rxn10286_c	0.027473453564807012
rxn10277_c	0.027473453564807012
rxn10272_c	0.027473453564807012
rxn10279_c	0.027473453564807012
rxn07875_c	0.01977639193213102
rxn04270_c	0.01977639193213102
rxn00532_c	0.01977639193213102
rxn02687_c	0.01977639193213102
rxn03618_c	0.01977639193213102
rxn04658_c	0.01977639193213102
rxn04723_c	0.01977639193213102
rxn04727_c	0.01977639193213102
rxn07876_c	0.01977639193213102
rxn01643_c	0.01977639193213102
rxn04271_c	0.01977639193213102
rxn07885_c	0.01977639193213102
rxn03366_c	0.01977639193213102
rxn03915_c	0.01977639193213102
rxn04737_c	0.01977639193213102
rxn02107_c	0.01977639193213102
rxn05127_c	0.01977639193213102
rxn05126_c	0.01977639193213102
rxn03921_c	0.01977639193213102
rxn03365_c	0.01977639193213102
rxn04744_c	0.01977639193213102
rxn01851_c	0.01977639193213102
rxn05359_c	0.01573122085510422
rxn05344_c	0.01573122085510422
rxn05460_c	0.01573122085510422
rxn05421_c	0.01573122085510422
rxn05417_c	0.01573122085510422
rxn05429_c	0.01573122085510422
rxn05388_c	0.01573122085510422
rxn05345_c	0.01573122085510422
rxn05367_c	0.01573122085510422
rxn05363_c	0.01573122085510422
rxn05425_c	0.01573122085510422
rxn05350_c	0.01573122085510422
