reaction	linear_coefficient
rxn02200_c	0.036201509166242984
rxn07841_c	0.036201509166242984
rxn02201_c	0.036201509166242984
rxn07842_c	0.036201509166242984
rxn00390_c	0.012174799069513954
rxn00376_c	0.012174799069513954
rxn00938_c	0.012174799069513954
rxn00345_c	0.012174799069513954
rxn02229_c	0.0015265997039253785
rxn02230_c	0.0015265997039253785
rxn00423_c	0.8741328305555113
rxn00364_c	0.007396754179798175
rxn00707_c	0.007396754179798175
rxn01219_c	0.007396754179798175
rxn03933_c	0.012174799069513954
rxn03408_c	0.012174799069513954
peptidoglycan_rxn	0.012174799069513954
rxn02177_c	0.007396754179798175
rxn00141_c	0.007396754179798175
rxn09449_c	0.0005710006993580462
rxn00988_c	0.0005710006993580462
rxn09448_c	0.0005710006993580462
rxn05736_c	0.0005710006993580462
rxn09450_c	0.0005710006993580462
rxn00947_c	0.0005710006993580462
rxn01452_c	0.2147636081788763
rxn03861_c	0.2147636081788763
rxn00575_c	0.03224255269950485
rxn00022_c	0.03224255269950485
rxn00973_c	0.011492221228125985
rxn01388_c	0.011492221228125985
rxn00974_c	0.011492221228125985
rxn04031_c	0.000161444021149441
rxn05457_c	0.01872753138677472
rxn05459_c	0.01872753138677472
rxn05455_c	0.01872753138677472
rxn05453_c	0.01872753138677472
rxn05358_c	0.01872753138677472
rxn05451_c	0.01872753138677472
rxn05454_c	0.01872753138677472
rxn05408_c	0.01872753138677472
rxn05452_c	0.01872753138677472
rxn05456_c	0.01872753138677472
rxn05383_c	0.01872753138677472
rxn05465_c	0.01872753138677472
rxn05458_c	0.01872753138677472
rxn10287_c	0.018454510223595354
rxn10286_c	0.018454510223595354
rxn10284_c	0.018454510223595354
rxn10276_c	0.018454510223595354
rxn10278_c	0.018454510223595354
rxn10273_c	0.018454510223595354
rxn10288_c	0.018454510223595354
rxn10274_c	0.018454510223595354
rxn10271_c	0.018454510223595354
rxn10281_c	0.018454510223595354
rxn10283_c	0.018454510223595354
rxn10280_c	0.018454510223595354
rxn10282_c	0.018454510223595354
rxn10285_c	0.018454510223595354
rxn10277_c	0.018454510223595354
rxn10279_c	0.018454510223595354
rxn10272_c	0.018454510223595354
rxn10275_c	0.018454510223595354
rxn03366_c	0.012584355747722561
rxn04658_c	0.012584355747722561
rxn03618_c	0.012584355747722561
rxn04727_c	0.012584355747722561
rxn02107_c	0.012584355747722561
rxn07885_c	0.012584355747722561
rxn03921_c	0.012584355747722561
rxn05126_c	0.012584355747722561
rxn05127_c	0.012584355747722561
rxn01851_c	0.012584355747722561
rxn03365_c	0.012584355747722561
rxn04737_c	0.012584355747722561
rxn04270_c	0.012584355747722561
rxn04744_c	0.012584355747722561
rxn07875_c	0.012584355747722561
rxn02687_c	0.012584355747722561
rxn03915_c	0.012584355747722561
rxn01643_c	0.012584355747722561
rxn04723_c	0.012584355747722561
rxn07876_c	0.012584355747722561
rxn04271_c	0.012584355747722561
rxn00532_c	0.012584355747722561
rxn05392_c	0.024597710796087073
rxn05421_c	0.024597710796087073
rxn05417_c	0.024597710796087073
rxn05404_c	0.024597710796087073
rxn05379_c	0.024597710796087073
rxn05345_c	0.024597710796087073
rxn05367_c	0.024597710796087073
rxn05429_c	0.024597710796087073
rxn05388_c	0.024597710796087073
rxn05349_c	0.024597710796087073
rxn05344_c	0.024597710796087073
rxn05384_c	0.024597710796087073
rxn05400_c	0.024597710796087073
rxn05371_c	0.024597710796087073
rxn05348_c	0.024597710796087073
rxn05363_c	0.024597710796087073
rxn05346_c	0.024597710796087073
rxn05460_c	0.024597710796087073
rxn05350_c	0.024597710796087073
rxn05396_c	0.024597710796087073
rxn05409_c	0.024597710796087073
rxn05343_c	0.024597710796087073
rxn05425_c	0.024597710796087073
rxn05359_c	0.024597710796087073
rxn05347_c	0.024597710796087073
rxn05375_c	0.024597710796087073
rxn05413_c	0.024597710796087073
rxn01649_c	0.01476859985347615
rxn01985_c	0.01476859985347615
rxn01358_c	0.01476859985347615
rxn01138_c	0.01476859985347615
rxn01859_c	0.01476859985347615
rxn01799_c	0.01476859985347615
rxn01446_c	0.01476859985347615
rxn01646_c	0.01476859985347615
rxn01647_c	0.01476859985347615
rxn01548_c	0.01476859985347615
rxn02168_c	0.2783797582757888
rxn00490_c	0.2783797582757888
rxn05958_c	0.010536622223558653
rxn02341_c	0.02568982038224409
rxn09177_c	0.02568982038224409
rxn00519_c	0.02568982038224409
rxn00305_c	0.02568982038224409
rxn12512_c	0.02568982038224409
rxn01018_c	0.024734221377676755
rxn00678_c	0.024734221377676755
rxn00258_c	0.024734221377676755
rxn00539_c	0.041116064637548445
rxn03136_c	0.041116064637548445
rxn00800_c	0.041116064637548445
rxn00211_c	0.010536622223558653
rxn00689_c	0.01954661980975237
rxn01603_c	0.01954661980975237
rxn01210_c	0.01954661980975237
rxn00192_c	2.493343955975923e-05
rxn01636_c	2.493343955975923e-05
rxn01303_c	2.493343955975923e-05
rxn01145_c	0.0035743332280892843
rxn01521_c	0.0035743332280892843
rxn02400_c	0.0035743332280892843
rxn01218_c	0.0035743332280892843
rxn00363_c	0.0035743332280892843
rxn01670_c	0.0035743332280892843
rxn01507_c	0.0035743332280892843
rxn01445_c	0.0035743332280892843
rxn00550_c	0.0035743332280892843
rxn00708_c	0.0035743332280892843
rxn00132_c	0.0035743332280892843
rxn00831_c	0.0035743332280892843
rxn01961_c	0.0035743332280892843
rxn00913_c	0.0035743332280892843
rxn01199_c	0.000161444021149441
rxn01343_c	0.01586070943963316
rxn01215_c	0.01586070943963316
rxn00545_c	0.01586070943963316
rxn06488_c	0.0019361563821339838
rxn01547_c	0.000707511280947728
rxn02835_c	0.000707511280947728
rxn02834_c	0.000707511280947728
rxn02504_c	0.011355710646536303
rxn00783_c	0.011355710646536303
rxn04082_c	2.493343955975923e-05
rxn04113_c	0.00712373301661881
rxn08352_c	0.00712373301661881
rxn04996_c	0.00712373301661881
rxn08756_c	0.00712373301661881
