645463.3.peg.14	527.0
645463.3.peg.16	84.0
645463.3.peg.34	2.0
645463.3.peg.35	1.0
645463.3.peg.37	10.0
645463.3.peg.38	7.0
645463.3.peg.39	7.0
645463.3.peg.40	7.0
645463.3.peg.42	1.0
645463.3.peg.43	2.0
645463.3.peg.44	1.0
645463.3.peg.46	0.0
645463.3.peg.47	52.0
645463.3.peg.49	35.0
645463.3.peg.52	110.0
645463.3.peg.54	825.0
645463.3.peg.57	132.0
645463.3.peg.58	82.0
645463.3.peg.66	21.0
645463.3.peg.70	404.0
645463.3.peg.71	395.0
645463.3.peg.74	331.0
645463.3.peg.75	351.0
645463.3.peg.76	713.0
645463.3.peg.77	847.0
645463.3.peg.80	810.0
645463.3.peg.81	520.0
645463.3.peg.82	573.0
645463.3.peg.83	419.0
645463.3.peg.84	416.0
645463.3.peg.85	261.0
645463.3.peg.86	503.0
645463.3.peg.87	366.0
645463.3.peg.88	364.0
645463.3.peg.89	191.0
645463.3.peg.90	214.0
645463.3.peg.91	331.0
645463.3.peg.92	486.0
645463.3.peg.93	250.0
645463.3.peg.94	97.0
645463.3.peg.95	443.0
645463.3.peg.96	276.0
645463.3.peg.97	338.0
645463.3.peg.98	381.0
645463.3.peg.99	89.0
645463.3.peg.100	392.0
645463.3.peg.102	256.0
645463.3.peg.103	358.0
645463.3.peg.106	3.0
645463.3.peg.107	327.0
645463.3.peg.108	548.0
645463.3.peg.109	418.0
645463.3.peg.110	385.0
645463.3.peg.111	156.0
645463.3.peg.117	1094.0
645463.3.peg.118	9.0
645463.3.peg.119	164.0
645463.3.peg.120	195.0
645463.3.peg.125	2256.0
645463.3.peg.126	1737.0
645463.3.peg.132	177.0
645463.3.peg.136	350.0
645463.3.peg.143	178.0
645463.3.peg.148	1.0
645463.3.peg.149	1.0
645463.3.peg.150	1.0
645463.3.peg.161	570.0
645463.3.peg.167	168.0
645463.3.peg.168	152.0
645463.3.peg.169	133.0
645463.3.peg.190	1918.0
645463.3.peg.191	1624.0
645463.3.peg.192	202.0
645463.3.peg.194	8596.0
645463.3.peg.198	298.0
645463.3.peg.201	163.0
645463.3.peg.202	61.0
645463.3.peg.213	29.0
645463.3.peg.221	43.0
645463.3.peg.222	59.0
645463.3.peg.223	52.0
645463.3.peg.230	158.0
645463.3.peg.231	219.0
645463.3.peg.232	142.0
645463.3.peg.233	85.0
645463.3.peg.234	72.0
645463.3.peg.235	116.0
645463.3.peg.236	328.0
645463.3.peg.237	8.0
645463.3.peg.238	37.0
645463.3.peg.239	27.0
645463.3.peg.240	26.0
645463.3.peg.260	39.0
645463.3.peg.294	58.0
645463.3.peg.295	51.0
645463.3.peg.303	2.0
645463.3.peg.304	5.0
645463.3.peg.306	5.0
645463.3.peg.307	4.0
645463.3.peg.308	3.0
645463.3.peg.317	15.0
645463.3.peg.319	17.0
645463.3.peg.320	11.0
645463.3.peg.321	5.0
645463.3.peg.322	8.0
645463.3.peg.334	76.0
645463.3.peg.353	76.0
645463.3.peg.360	396.0
645463.3.peg.372	224.0
645463.3.peg.384	13.0
645463.3.peg.386	5.0
645463.3.peg.389	3286.0
645463.3.peg.390	3832.0
645463.3.peg.391	2711.0
645463.3.peg.392	3484.0
645463.3.peg.393	4740.0
645463.3.peg.398	222.0
645463.3.peg.402	39.0
645463.3.peg.412	1.0
645463.3.peg.418	1.0
645463.3.peg.419	0.0
645463.3.peg.441	6.0
645463.3.peg.462	425.0
645463.3.peg.463	4.0
645463.3.peg.464	7.0
645463.3.peg.465	7.0
645463.3.peg.466	11.0
645463.3.peg.467	11.0
645463.3.peg.500	126.0
645463.3.peg.515	92.0
645463.3.peg.530	499.0
645463.3.peg.549	5.0
645463.3.peg.558	13.0
645463.3.peg.560	520.0
645463.3.peg.658	1.0
645463.3.peg.664	13.0
645463.3.peg.668	603.0
645463.3.peg.669	1127.0
645463.3.peg.671	31.0
645463.3.peg.672	3.0
645463.3.peg.681	47.0
645463.3.peg.682	67.0
645463.3.peg.693	123.0
645463.3.peg.702	1457.0
645463.3.peg.703	871.0
645463.3.peg.704	889.0
645463.3.peg.706	1069.0
645463.3.peg.707	624.0
645463.3.peg.713	3064.0
645463.3.peg.717	126.0
645463.3.peg.721	20.0
645463.3.peg.726	2.0
645463.3.peg.735	10.0
645463.3.peg.744	19.0
645463.3.peg.745	319.0
645463.3.peg.750	6.0
645463.3.peg.754	13.0
645463.3.peg.769	63.0
645463.3.peg.770	138.0
645463.3.peg.773	276.0
645463.3.peg.783	411.0
645463.3.peg.789	1.0
645463.3.peg.790	1.0
645463.3.peg.806	40.0
645463.3.peg.807	46.0
645463.3.peg.817	881.0
645463.3.peg.822	89.0
645463.3.peg.823	89.0
645463.3.peg.830	142.0
645463.3.peg.844	3019.0
645463.3.peg.845	2163.0
645463.3.peg.846	2317.0
645463.3.peg.851	2.0
645463.3.peg.852	7.0
645463.3.peg.853	12.0
645463.3.peg.857	80.0
645463.3.peg.861	50.0
645463.3.peg.862	408.0
645463.3.peg.865	1.0
645463.3.peg.872	42.0
645463.3.peg.873	53.0
645463.3.peg.874	64.0
645463.3.peg.875	91.0
645463.3.peg.879	3.0
645463.3.peg.880	5.0
645463.3.peg.881	6.0
645463.3.peg.898	30.0
645463.3.peg.904	0.0
645463.3.peg.905	1.0
