645463.3.peg.14	190.0
645463.3.peg.16	65.0
645463.3.peg.34	1.0
645463.3.peg.35	1.0
645463.3.peg.37	5.0
645463.3.peg.38	4.0
645463.3.peg.39	5.0
645463.3.peg.40	7.0
645463.3.peg.42	1.0
645463.3.peg.43	2.0
645463.3.peg.44	1.0
645463.3.peg.46	0.0
645463.3.peg.47	42.0
645463.3.peg.49	29.0
645463.3.peg.52	103.0
645463.3.peg.54	582.0
645463.3.peg.57	114.0
645463.3.peg.58	76.0
645463.3.peg.66	15.0
645463.3.peg.70	535.0
645463.3.peg.71	683.0
645463.3.peg.74	343.0
645463.3.peg.75	428.0
645463.3.peg.76	744.0
645463.3.peg.77	875.0
645463.3.peg.80	566.0
645463.3.peg.81	367.0
645463.3.peg.82	378.0
645463.3.peg.83	305.0
645463.3.peg.84	307.0
645463.3.peg.85	188.0
645463.3.peg.86	340.0
645463.3.peg.87	259.0
645463.3.peg.88	275.0
645463.3.peg.89	131.0
645463.3.peg.90	158.0
645463.3.peg.91	274.0
645463.3.peg.92	361.0
645463.3.peg.93	226.0
645463.3.peg.94	69.0
645463.3.peg.95	387.0
645463.3.peg.96	272.0
645463.3.peg.97	330.0
645463.3.peg.98	424.0
645463.3.peg.99	109.0
645463.3.peg.100	505.0
645463.3.peg.102	369.0
645463.3.peg.103	523.0
645463.3.peg.106	2.0
645463.3.peg.107	305.0
645463.3.peg.108	497.0
645463.3.peg.109	444.0
645463.3.peg.110	411.0
645463.3.peg.111	192.0
645463.3.peg.117	1073.0
645463.3.peg.118	8.0
645463.3.peg.119	185.0
645463.3.peg.120	118.0
645463.3.peg.125	1450.0
645463.3.peg.126	1189.0
645463.3.peg.132	195.0
645463.3.peg.136	226.0
645463.3.peg.143	161.0
645463.3.peg.148	0.0
645463.3.peg.149	2.0
645463.3.peg.150	1.0
645463.3.peg.161	449.0
645463.3.peg.167	99.0
645463.3.peg.168	110.0
645463.3.peg.169	110.0
645463.3.peg.190	813.0
645463.3.peg.191	799.0
645463.3.peg.192	258.0
645463.3.peg.194	7325.0
645463.3.peg.198	181.0
645463.3.peg.201	97.0
645463.3.peg.202	62.0
645463.3.peg.213	30.0
645463.3.peg.221	39.0
645463.3.peg.222	58.0
645463.3.peg.223	40.0
645463.3.peg.230	60.0
645463.3.peg.231	65.0
645463.3.peg.232	53.0
645463.3.peg.233	29.0
645463.3.peg.234	29.0
645463.3.peg.235	67.0
645463.3.peg.236	249.0
645463.3.peg.237	12.0
645463.3.peg.238	19.0
645463.3.peg.239	16.0
645463.3.peg.240	16.0
645463.3.peg.260	41.0
645463.3.peg.294	46.0
645463.3.peg.295	42.0
645463.3.peg.303	3.0
645463.3.peg.304	3.0
645463.3.peg.306	3.0
645463.3.peg.307	3.0
645463.3.peg.308	2.0
645463.3.peg.317	11.0
645463.3.peg.319	10.0
645463.3.peg.320	7.0
645463.3.peg.321	5.0
645463.3.peg.322	4.0
645463.3.peg.334	67.0
645463.3.peg.353	60.0
645463.3.peg.360	430.0
645463.3.peg.372	175.0
645463.3.peg.384	15.0
645463.3.peg.386	4.0
645463.3.peg.389	5560.0
645463.3.peg.390	4183.0
645463.3.peg.391	2908.0
645463.3.peg.392	3894.0
645463.3.peg.393	5212.0
645463.3.peg.398	241.0
