645463.3.peg.14	242.0
645463.3.peg.16	84.0
645463.3.peg.34	1.0
645463.3.peg.35	1.0
645463.3.peg.37	5.0
645463.3.peg.38	6.0
645463.3.peg.39	5.0
645463.3.peg.40	8.0
645463.3.peg.42	2.0
645463.3.peg.43	2.0
645463.3.peg.44	1.0
645463.3.peg.46	1.0
645463.3.peg.47	50.0
645463.3.peg.49	31.0
645463.3.peg.52	129.0
645463.3.peg.54	713.0
645463.3.peg.57	140.0
645463.3.peg.58	93.0
645463.3.peg.66	23.0
645463.3.peg.70	699.0
645463.3.peg.71	1010.0
645463.3.peg.74	441.0
645463.3.peg.75	554.0
645463.3.peg.76	946.0
645463.3.peg.77	1130.0
645463.3.peg.80	691.0
645463.3.peg.81	445.0
645463.3.peg.82	466.0
645463.3.peg.83	401.0
645463.3.peg.84	400.0
645463.3.peg.85	268.0
645463.3.peg.86	524.0
645463.3.peg.87	337.0
645463.3.peg.88	356.0
645463.3.peg.89	175.0
645463.3.peg.90	213.0
645463.3.peg.91	381.0
645463.3.peg.92	535.0
645463.3.peg.93	301.0
645463.3.peg.94	104.0
645463.3.peg.95	538.0
645463.3.peg.96	355.0
645463.3.peg.97	426.0
645463.3.peg.98	505.0
645463.3.peg.99	157.0
645463.3.peg.100	638.0
645463.3.peg.102	477.0
645463.3.peg.103	715.0
645463.3.peg.106	4.0
645463.3.peg.107	410.0
645463.3.peg.108	638.0
645463.3.peg.109	586.0
645463.3.peg.110	562.0
645463.3.peg.111	246.0
645463.3.peg.117	1410.0
645463.3.peg.118	14.0
645463.3.peg.119	230.0
645463.3.peg.120	139.0
645463.3.peg.125	1516.0
645463.3.peg.126	1175.0
645463.3.peg.132	266.0
645463.3.peg.136	245.0
645463.3.peg.143	192.0
645463.3.peg.148	1.0
645463.3.peg.149	2.0
645463.3.peg.150	1.0
645463.3.peg.161	448.0
645463.3.peg.167	107.0
645463.3.peg.168	121.0
645463.3.peg.169	120.0
645463.3.peg.190	1165.0
645463.3.peg.191	1065.0
645463.3.peg.192	320.0
645463.3.peg.194	7512.0
645463.3.peg.198	183.0
645463.3.peg.201	88.0
645463.3.peg.202	62.0
645463.3.peg.213	37.0
645463.3.peg.221	53.0
645463.3.peg.222	80.0
645463.3.peg.223	71.0
645463.3.peg.230	64.0
645463.3.peg.231	86.0
645463.3.peg.232	63.0
645463.3.peg.233	32.0
645463.3.peg.234	31.0
645463.3.peg.235	67.0
645463.3.peg.236	263.0
645463.3.peg.237	13.0
645463.3.peg.238	30.0
645463.3.peg.239	20.0
645463.3.peg.240	23.0
645463.3.peg.260	49.0
645463.3.peg.294	50.0
645463.3.peg.295	47.0
645463.3.peg.303	1.0
645463.3.peg.304	3.0
645463.3.peg.306	4.0
645463.3.peg.307	3.0
645463.3.peg.308	2.0
645463.3.peg.317	12.0
645463.3.peg.319	8.0
645463.3.peg.320	8.0
645463.3.peg.321	6.0
645463.3.peg.322	5.0
645463.3.peg.334	77.0
645463.3.peg.353	68.0
645463.3.peg.360	507.0
645463.3.peg.372	204.0
645463.3.peg.384	14.0
645463.3.peg.386	4.0
645463.3.peg.389	6611.0
645463.3.peg.390	5034.0
645463.3.peg.391	3219.0
645463.3.peg.392	4312.0
645463.3.peg.393	6006.0
645463.3.peg.398	248.0
645463.3.peg.402	55.0
645463.3.peg.412	1.0
645463.3.peg.418	1.0
645463.3.peg.419	0.0
645463.3.peg.441	7.0
645463.3.peg.462	277.0
645463.3.peg.463	3.0
645463.3.peg.464	4.0
645463.3.peg.465	9.0
645463.3.peg.466	11.0
645463.3.peg.467	11.0
645463.3.peg.500	105.0
645463.3.peg.515	85.0
645463.3.peg.530	492.0
645463.3.peg.549	7.0
645463.3.peg.558	13.0
645463.3.peg.560	168.0
645463.3.peg.658	2.0
645463.3.peg.664	23.0
645463.3.peg.668	895.0
645463.3.peg.669	1707.0
645463.3.peg.671	31.0
645463.3.peg.672	3.0
645463.3.peg.681	60.0
645463.3.peg.682	75.0
