base	272563.8.peg.139	272563.8.peg.2779	272563.8.peg.2866	272563.8.peg.3621	272563.8.peg.123	272563.8.peg.3409	272563.8.peg.1873	272563.8.peg.423	272563.8.peg.1908	272563.8.peg.2644	272563.8.peg.3725	272563.8.peg.2680	272563.8.peg.2551	272563.8.peg.164	272563.8.peg.1922	272563.8.peg.1597	272563.8.peg.2085	272563.8.peg.3718	272563.8.peg.2946	272563.8.peg.2741	272563.8.peg.1324	272563.8.peg.1394	272563.8.peg.58	272563.8.peg.601	272563.8.peg.2775	272563.8.peg.3708	272563.8.peg.734	272563.8.peg.818	272563.8.peg.2243	272563.8.peg.3722	272563.8.peg.1347	272563.8.peg.1382	272563.8.peg.60	272563.8.peg.1264	272563.8.peg.2852	272563.8.peg.2166	272563.8.peg.3565	272563.8.peg.746	272563.8.peg.2867	272563.8.peg.3116	272563.8.peg.1186	272563.8.peg.735	272563.8.peg.3736	272563.8.peg.2660	272563.8.peg.2733	272563.8.peg.57	272563.8.peg.1101	272563.8.peg.1266	272563.8.peg.636	272563.8.peg.2552	272563.8.peg.56	272563.8.peg.62	272563.8.peg.2777	272563.8.peg.2711	272563.8.peg.2778	272563.8.peg.2360	272563.8.peg.262	272563.8.peg.2247
in_vivo	272563.8.peg.105	272563.8.peg.2558	272563.8.peg.2754	272563.8.peg.1085	272563.8.peg.320	272563.8.peg.1864	272563.8.peg.1282	272563.8.peg.2720	272563.8.peg.766	272563.8.peg.3323	272563.8.peg.2882	272563.8.peg.240	272563.8.peg.3645	272563.8.peg.1774	272563.8.peg.2872	272563.8.peg.3390	272563.8.peg.225	272563.8.peg.1796	272563.8.peg.1283	272563.8.peg.1284	272563.8.peg.2384	272563.8.peg.353	272563.8.peg.3616	272563.8.peg.226	272563.8.peg.717	272563.8.peg.202
low_sporulation	272563.8.peg.3799
high_sporulation	272563.8.peg.2535	272563.8.peg.2536	272563.8.peg.2355	272563.8.peg.1106	272563.8.peg.1406	272563.8.peg.866	272563.8.peg.2310
