	minimum	maximum
rxn00258_c	-1.495563300349886	-0.957160512225073
rxn01218_c	-2.004691232379543	-1.2830023887228836
rxn00001_c	187.7850300789382	293.4141094983418
rxn01322_c	49.6908861664125	77.64200963501958
rxn02305_c	0.04073023456260216	0.06364099150414404
rxn00337_c	12.219070368789977	19.092297451234348
rxn12512_c	0.04480325801798934	0.07000509065443568
rxn08669_c	-0.01591024787603601	-0.010182558640622119
rxn01739_c	0.040730234562572465	0.06364099150405378
rxn00225_c	-998.9817441359365	-412.0533396276962
rxn00148_c	-806.9196575587125	-134.1248672413178
rxn00100_c	0.04480325801880826	0.07000509065443593
rxn05298_c	-661.595925331435	-165.82217705936603
rxn03903_c	12.219070368789858	19.09229745123423
rxn00097_c	76.80971091526709	120.0151733051108
rxn01217_c	1.2830023887228836	2.00469123237955
rxn02212_c	0.0407302345625939	0.06364099150407539
rxn00692_c	-503.9871081177332	-209.08754694125207
rxn00171_c	126.12117132318917	575.1665727608583
rxn03958_c	-217.01578102902624	-138.8900998585798
rxn10060_c	-1.4446505071433988	-0.924576324571767
rxn08799_c	-0.047730743628335404	-0.030547675921980044
rxn05938_c	124.89926428630667	195.1551004473704
rxn09111_c	0.010182558640622119	0.01591024787603601
rxn00907_c	0.04073023456282954	0.06364099150425773
rxn01643_c	12.219070368789975	19.092297451234593
rxn00392_c	0.004073023456171393	0.006364099150424664
rxn00747_c	26.904397405661143	249.69068427733043
rxn01334_c	-249.015624899459	-26.415634590908894
rxn05219_c	2.1994326663821897	3.436613541222197
rxn02175_c	0.044803258018679154	0.07000509065479939
rxn02009_c	12.219070368790126	19.092297451234614
rxn00555_c	158.64446844802023	831.4392587654212
rxn00213_c	0.07127791048505411	0.11137173513264693
rxn01740_c	-0.06364099150403035	-0.04073023456282954
rxn00139_c	-228.84741395128424	-146.4623449288224
rxn00790_c	0.0407302345629159	0.06364099150440222
rxn03910_c	138.89009985858047	217.01578102903295
rxn08815_c	-0.01591024787603601	-0.010182558640622119
rxn00363_c	138.91046497586197	217.04760152478465
rxn03908_c	138.8900998585806	217.01578102903258
rxn01255_c	0.04073023456263319	0.06364099150424665
rxn05485_c	-831.439258765421	-158.64446844802114
rxn05496_c	28.69852327283172	44.84144261379936
rxn00527_c	5.684341886080801e-13	129.09027849923223
rxn10271_c	0.010182558640622119	0.015910247875922323
rxn01548_c	152.03762537442003	998.4815353106653
rxn08352_c	12.626372714416531	19.728707366275668
rxn01345_c	51.18979976363077	283.23269711563717
rxn05645_c	0.04480325801887375	0.0700050906547176
rxn01116_c	99.47864273372898	663.7745826912205
rxn00606_c	0.010182558640677124	0.015910247876028617
rxn00711_c	146.4216146942564	228.78377295978
rxn00908_c	-502.4788166190862	-208.12224038207955
rxn01138_c	-221.1669378033895	-141.54684019416504
rxn05494_c	42.76674629076456	66.82304107932077
rxn01870_c	0.010182558640649077	0.015910247876028603
rxn00297_c	-77.00559971997848	-49.283583820786475
rxn00611_c	-0.7796021459264466	-0.4989453733924165
rxn00931_c	173.7564267521692	670.1304041157314
