rough	241.02	241.02	211.86	205.58	191.49	241.02	241.02	241.02	166.97	158.93	155.08	160.21	140.74	134.88	135.95	137.77	130.05	132.92	123.3	124.7	138.31	136.2	127.8	117.47	117.47	115.59	113.36	97.73	91.86	85.84	80.63	88.76	83.16	83.48	78.56	86.53	83.63	79.7	81.88	78.56	79.13	241.02	241.02	217.15	210.44	210.98	193.71	199.52	186.7	171.62	172.73	166.89	167.82	169.21	160.13	152.02	155.45	152.7	153.45	142.23	132.76	124.92	125.13	125.35	125.35	120.03	117.29	116.16	116.19	117.47	114.69	113.35	113.05	114.45	112.22	109.16	108.58	106.58	106.33	107.64	105.45	104.11	100.64	102.47	101.71	101.76	100.84	99.4	98.98	99.54	99.08	98.63	96.91	94.7	92.37	90.28	241.02	241.02	241.02	241.02	88.08	86.94	84.52	83.83	78.33	241.02	241.02	227.03	233.5	212.83	218.58	200.6	190.62	193.7	189.48	171.77	173.33	168.18	166.73	162.2	160.81	157.6	154.92	152.51	149.67	133.85	135.6	128.65	131.17	129.1	122.24	119.93	115.31	114.03	114.92	241.02	241.02	241.02	236.49	235.61	241.02	241.02	228.32	213.36	214.1	207.09	209.52	205.49	191.63	194.18	173.64	176.05	165.67	164.31	161.49	150.59	154.79	154.54	153.92	149.63	147.81	145.42	145.1	139.95	142.73	142.43	143.38	137.84	134.3	129.87	129.96	132.01	127.59	125.31	125.35	122.02	121.74	118.88	117.48	118.88	117.46	113.53	113.58	112.77	111.52	112.34	112.47	109.17	108.5	108.99	107.43	103.78	105.11	102.85	94.71	93.96	91.07	241.02	231.57	84.35	82.77	81.26	79.21	241.02	225.1	219.99	216.48	215.83	212.12	207.9	198.15	189.35	183.8	171.88	174.39	161.06	153.16	148.94	146.73	145.08	140.29	143.32	138.48	131.33	132.0	125.35	128.1	120.94	124.13	117.47	241.02	241.02	241.02	241.02	241.02	220.21	213.75	199.23	183.33	180.43	188.01	181.39	181.81	176.07	178.56	175.57	185.08	170.18	165.03	164.63	157.1	159.51	155.61	147.24	147.12	142.6	140.49	138.9	137.47	135.59	138.0	137.57	134.84	130.53	129.82	130.22	131.77	131.88	128.29	121.43	122.09	117.47	116.29	117.47	119.12	114.48	110.61	105.89	103.43	100.89	101.63	102.6	100.08	99.03	98.63	98.7	96.2	94.61	92.9	241.02	241.02	225.48	237.63	87.63	83.92	80.47	241.02	241.02	241.02	241.02	241.02	226.52	225.35	241.02	216.76	218.59	190.71	199.54	191.21	184.04	183.83	172.99	173.64	179.78	176.56	176.98	167.39	177.97	177.88	157.75	158.01	160.99	153.74	151.22	146.86	147.29	148.9	139.21	141.58	135.74	138.41	135.05	132.29	129.15	132.89	120.22	120.22	121.95	117.07	119.94	116.7	113.56	241.02	241.02	241.02	241.02	241.02	222.87	223.38	213.39	203.69	210.72	206.87	209.12	192.44	196.62	189.5	181.35	184.9	172.97	179.55	172.47	168.69	160.04	154.92	155.1	144.21	147.87	149.29	140.71	142.31	143.58	143.38	137.53	134.62	137.27	134.21	129.71	130.06	131.52	130.05	127.92	125.59	128.13	126.79	125.35	120.95	118.54	115.64	113.76	114.65	110.73	111.71	109.9	107.58	107.09	108.9	106.34	106.01	103.93	106.35	97.02	94.78	95.48	93.42	90.28	91.07	241.02	91.53	89.51	88.53	89.22	84.72	85.28	81.88	82.49	82.04	80.17	80.26	80.71	241.02	241.02	241.02	237.88	218.99	224.17	215.7	205.23	204.59	201.44	193.53	197.12	195.86	188.95	182.23	175.58	179.04	168.52	166.41	169.24	157.19	154.47	145.29	144.41	143.98	140.73	139.36	142.95	135.33	130.15	125.34	127.09	125.67	121.58	118.35	118.16	118.88	116.89	241.02	241.02	228.16
smooth	178.4	178.4	178.4	152.64	178.4	141.67	135.78	128.95	130.08	128.34	120.09	137.14	110.33	133.51	121.26	124.06	118.5	127.88	107.41	110.54	97.4	100.9	94.32	98.52	88.52	84.49	83.96	83.61	80.02	77.36	75.57	76.55	81.5	71.21	69.5	66.9	73.95	68.54	70.89	67.71	67.66	67.4	67.9	87.18	178.4	178.4	178.4	80.54	145.72	143.27	134.88	135.04	127.52	118.31	112.51	113.34	113.15	112.47	106.21	107.97	102.2	102.48	84.05	99.7	99.82	95.01	95.57	96.76	90.18	91.86	91.43	88.66	88.42	89.45	88.2	88.33	86.79	86.84	86.07	86.5	86.34	85.14	85.68	85.37	84.63	84.3	83.16	82.94	86.24	81.34	78.68	79.02	79.25	77.06	77.48	77.72	78.21	77.76	77.42	76.55	76.55	77.85	76.9	74.37	73.74	76.55	75.98	73.24	72.39	71.6	71.47	70.39	68.92	69.1	68.37	68.65	178.4	178.4	172.37	178.4	178.4	164.34	159.25	153.15	156.1	147.0	143.34	140.79	136.26	126.14	125.52	127.1	121.61	114.8	114.54	80.33	87.72	86.01	178.4	178.4	178.4	160.61	158.69	160.22	152.42	147.53	147.11	145.85	143.51	138.38	127.43	121.09	116.14	118.48	116.67	114.36	113.09	112.26	108.16	108.64	106.18	106.43	107.05	104.36	105.57	98.17	99.66	98.0	95.0	93.71	94.67	94.44	94.06	94.03	90.64	90.31	91.75	91.54	88.31	88.74	88.37	88.08	88.07	86.85	86.35	88.45	87.61	88.22	85.41	84.77	85.31	84.99	84.89	83.66	83.17	83.88	83.06	82.41	80.31	81.94	81.11	78.57	78.49	79.61	79.34	79.1	76.73	76.72	75.87	76.55	76.55	75.47	75.51	74.79	73.16	72.61	71.25	71.99	70.05	68.78	68.15	69.14	67.99	67.13	85.54	178.4	178.4	170.93	163.1	150.82	148.33	148.09	147.64	142.09	138.55	139.57	134.76	132.5	132.3	125.47	124.66	113.95	112.91	83.71	178.4	171.34	163.67	171.07	80.95	146.2	148.29	143.05	133.97	135.55	131.66	126.72	122.66	119.92	114.61	115.27	111.42	109.77	110.51	112.01	109.08	107.94	107.43	104.39	104.79	105.62	103.72	102.84	100.95	101.92	102.39	102.81	97.86	99.08	100.59	96.48	95.81	96.74	93.25	92.65	91.01	91.49	87.92	87.64	87.24	87.5	86.49	86.0	83.72	86.07	83.52	81.99	82.56	82.11	82.3	80.63	81.11	80.44	80.06	81.57	78.95	81.75	80.95	78.93	79.82	76.72	78.37	79.08	78.13	78.5	75.54	75.32	76.55	76.55	76.02	74.99	74.69	73.55	73.96	74.32	72.81	70.73	70.27	178.4	178.4	178.4	164.12	144.95	149.79	146.99	147.94	143.8	142.97	136.61	88.88	131.24	130.03	126.09	123.84	121.38	121.18	116.72	119.62	112.9	178.4	178.4	178.4	166.48	168.67	155.87	154.44	140.39	143.54	125.53	123.95	122.35	119.67	113.33	113.1	110.2	112.25	110.52	107.71	108.73	103.08	105.26	101.81	98.18	98.8	94.81	92.77	93.85	91.63	77.53	88.8	88.73	88.22	85.98	87.54	85.94	84.74	85.52	84.86	85.52	83.87	82.05	82.14	82.94	83.14	82.77	81.3	80.81	81.48	80.52	80.15	79.04	78.54	79.22	79.34	79.9	76.92	77.93	77.33	79.41	78.87	76.55	74.98	74.19	72.04	71.81	70.53	70.51	175.33	178.4	178.4	178.4	178.4	151.84	146.14	147.96	148.03	141.27	136.62	129.16	130.66	125.99	120.88	123.98	114.23	114.81	80.13	81.76
