patric	Smooth_1	Smooth_2
645463.3.peg.161	285.06600660066	273.679867986799
645463.3.peg.1633	0.283687943262411	0.425531914893617
645463.3.peg.1639	353.705712219812	391.250903832249
645463.3.peg.1649	110.377358490566	108.438155136268
645463.3.peg.1650	27.6907001044932	25.4440961337513
645463.3.peg.1651	30.952380952381	34.0608465608466
645463.3.peg.1652	16.2525879917184	15.1138716356108
645463.3.peg.1655	14.9749373433584	11.7794486215539
645463.3.peg.1656	8.10536980749747	8.05471124620061
645463.3.peg.1657	22.790294627383	23.1946851530907
645463.3.peg.1658	938.747474747475	1007.11111111111
645463.3.peg.1659	1833.53909465021	2063.30589849108
645463.3.peg.1663	5.58176100628931	6.13207547169811
645463.3.peg.1667	2.33062330623306	2.52032520325203
645463.3.peg.1668	18.3760683760684	17.7777777777778
645463.3.peg.167	84.0531561461794	92.7094868955334
645463.3.peg.168	76.1627906976744	88.5658914728682
645463.3.peg.169	66.4118246687054	69.9796126401631
645463.3.peg.1693	716.981132075472	700.157232704403
645463.3.peg.1694	1110.06825938567	1128.04323094426
645463.3.peg.1699	2.72038567493113	3.47796143250689
645463.3.peg.1700	7.68398268398268	6.38528138528139
645463.3.peg.1701	36.493374108053	36.697247706422
645463.3.peg.1702	44.4444444444444	45.4204204204204
645463.3.peg.1703	112.907608695652	115.579710144928
645463.3.peg.1706	6.92307692307692	7.43589743589744
645463.3.peg.1707	0.870646766169154	1.43034825870647
645463.3.peg.1711	0.390070921985816	0.709219858156028
645463.3.peg.1721	0.810185185185185	1.11882716049383
645463.3.peg.1733	20.7716049382716	22.9012345679012
645463.3.peg.1738	14.9452269170579	17.2143974960876
645463.3.peg.1749	0.078247261345853	0.312989045383412
645463.3.peg.1750	11.9191919191919	14.8484848484848
645463.3.peg.1761	15.4605263157895	17.4342105263158
645463.3.peg.1772	45.3993055555556	48.1770833333333
645463.3.peg.1774	2240.80629301868	2209.78367748279
645463.3.peg.1783	7.88690476190476	7.66369047619048
645463.3.peg.1792	11.375	12.625
645463.3.peg.1800	73.0929989550679	72.884012539185
645463.3.peg.1805	361.213235294118	477.542892156863
645463.3.peg.1815	4.01234567901235	5.50411522633745
645463.3.peg.1817	17.4698795180723	15.3815261044177
645463.3.peg.1824	22.3520249221184	23.0529595015576
645463.3.peg.1826	45.2380952380952	43.0875576036866
645463.3.peg.1828	39.4047619047619	40.7738095238095
645463.3.peg.1830	12.5147232037691	13.1919905771496
645463.3.peg.1834	12.7962085308057	13.3096366508689
645463.3.peg.1835	11.8967452300786	10.8305274971942
645463.3.peg.1840	13.8453500522466	11.9644723092999
645463.3.peg.1841	51.5285996055227	52.9092702169625
645463.3.peg.1842	38.2629107981221	35.4460093896714
645463.3.peg.1843	41.5525114155251	42.1232876712329
645463.3.peg.1844	42.1975992613112	44.0443213296399
645463.3.peg.1845	30.0334168755221	28.8638262322473
645463.3.peg.1846	27.4074074074074	28.0864197530864
645463.3.peg.1847	18.9138576779026	19.3820224719101
645463.3.peg.1848	14.5238095238095	12.6785714285714
645463.3.peg.190	958.759124087591	1162.04379562044
645463.3.peg.191	812.182971014493	910.552536231884
645463.3.peg.192	100.841750841751	104.335016835017
645463.3.peg.194	4298.18325434439	4600.51342812006
645463.3.peg.1947	69.0114068441065	72.9404309252218
645463.3.peg.1948	26.0485651214128	27.924944812362
645463.3.peg.1962	0	0
645463.3.peg.1963	0	0
645463.3.peg.1966	0	0
645463.3.peg.1973	0	0
645463.3.peg.1978	0	0
645463.3.peg.198	148.914223669924	159.71769815418
645463.3.peg.1988	65.7671957671958	75.1851851851852
645463.3.peg.1989	62.8070175438597	62.1637426900585
645463.3.peg.1990	100.330396475771	108.590308370044
645463.3.peg.1991	110.816777041943	124.061810154525
645463.3.peg.201	81.3675213675214	94.7008547008547
645463.3.peg.202	30.6903991370011	28.3171521035599
645463.3.peg.2027	63.7223974763407	63.4069400630915
645463.3.peg.2042	10.9601449275362	9.42028985507246
645463.3.peg.2062	4.52898550724638	4.64975845410628
645463.3.peg.2078	7.65379113018598	8.22603719599428
645463.3.peg.2080	0.733137829912023	0.684261974584555
645463.3.peg.2081	1.01010101010101	1.05218855218855
645463.3.peg.2082	0.232288037166086	0.174216027874564
645463.3.peg.2083	0.205254515599343	0.082101806239737
645463.3.peg.2084	0.338164251207729	0.289855072463768
645463.3.peg.2096	11.0181311018131	11.4365411436541
645463.3.peg.2100	52.2815158546017	53.0162412993039
645463.3.peg.2101	33.9614740368509	34.8408710217755
645463.3.peg.2106	66.966966966967	73.963963963964
645463.3.peg.2121	1.11111111111111	1.35802469135802
645463.3.peg.2127	1.39393939393939	1.09090909090909
645463.3.peg.2128	1.6025641025641	2.35042735042735
645463.3.peg.2129	1.54385964912281	2.10526315789474
645463.3.peg.213	14.3605870020964	16.2124388539483
645463.3.peg.2130	0.838803792851933	0.984682713347921
645463.3.peg.2134	1.93955796120884	2.09742895805142
645463.3.peg.2135	0.743099787685775	1.38004246284501
645463.3.peg.2137	0.542299349240781	0.578452639190166
645463.3.peg.2138	0.772626931567329	1.17733627667403
645463.3.peg.2155	87.0007262164125	76.3253449527959
645463.3.peg.2158	121.259259259259	112.518518518519
645463.3.peg.2163	77.0183852917666	82.673860911271
645463.3.peg.2167	289.438943894389	291.089108910891
645463.3.peg.2169	37.3481781376518	40.4520917678812
645463.3.peg.2170	40.9955257270694	43.9038031319911
645463.3.peg.2183	316.796536796537	329.134199134199
645463.3.peg.2187	44.2948717948718	45.6410256410256
645463.3.peg.2191	82.1985815602837	94.468085106383
645463.3.peg.221	21.7439293598234	25.3863134657837
645463.3.peg.2218	30.7533539731682	34.1589267285862
645463.3.peg.222	29.4507575757576	41.5246212121212
645463.3.peg.2222	5.68110483364721	5.02197112366604
645463.3.peg.2226	25.894538606403	28.954802259887
645463.3.peg.223	26.2135922330097	38.9967637540453
645463.3.peg.2238	5.24861878453039	6.44567219152855
645463.3.peg.2242	9.45190156599553	8.78076062639821
645463.3.peg.2243	15.5949256342957	16.5573053368329
645463.3.peg.2246	6.2043795620438	5.23114355231144
645463.3.peg.2250	1.45238095238095	0.928571428571429
645463.3.peg.2253	0.238095238095238	0.285714285714286
645463.3.peg.2254	0.632911392405063	0
645463.3.peg.2255	0.090579710144928	0.317028985507246
645463.3.peg.2256	0.174703004891684	0.069881201956674
645463.3.peg.2261	11.2087912087912	13.1868131868132
645463.3.peg.2273	20.3205128205128	17.5641025641026
645463.3.peg.2284	29.4481981981982	26.1261261261261
645463.3.peg.2288	2.32426303854875	2.66439909297052
645463.3.peg.2289	2.97619047619048	1.93452380952381
645463.3.peg.2293	51.824034334764	56.0443490701002
645463.3.peg.230	79.0414878397711	73.6051502145923
645463.3.peg.2302	16.9197396963124	15.1120751988431
645463.3.peg.2303	9.53420669577875	9.02474526928675
645463.3.peg.231	109.539473684211	108.625730994152
645463.3.peg.2316	22.578125	25
645463.3.peg.2317	15.1416122004357	15.958605664488
645463.3.peg.232	70.8449396471681	77.9015784586815
645463.3.peg.2324	0.925925925925926	1.23456790123457
645463.3.peg.2325	0.072780203784571	0.436681222707424
645463.3.peg.2326	0.232126276694522	0.32497678737233
645463.3.peg.2327	1.03056147832267	1.13717128642502
645463.3.peg.2328	0	0.33003300330033
645463.3.peg.2329	0.447427293064877	0.111856823266219
645463.3.peg.233	42.4242424242424	44.2760942760943
645463.3.peg.2334	7.10678210678211	8.2972582972583
645463.3.peg.234	35.9425962165688	41.5525114155251
645463.3.peg.235	58.0335731414868	59.7521982414069
645463.3.peg.2356	47.8228228228228	43.993993993994
645463.3.peg.236	164.223798266351	177.370633044392
645463.3.peg.2360	28.7306201550388	34.8837209302326
645463.3.peg.2361	27.3029439696106	34.5204178537512
645463.3.peg.2362	67.7254901960784	76.7450980392157
645463.3.peg.2363	88.0434782608696	111.413043478261
645463.3.peg.2364	76.0348583877996	74.0740740740741
645463.3.peg.2366	315.898617511521	313.671274961598
645463.3.peg.2367	32.8970331588133	36.0383944153578
645463.3.peg.2368	111.848958333333	152.256944444444
645463.3.peg.2369	139.007092198582	186.524822695035
645463.3.peg.237	4.12371134020619	5.55555555555556
645463.3.peg.2370	213.651238896681	240.626460963067
645463.3.peg.2371	453.087719298246	529.684210526316
645463.3.peg.2372	190.5	207.366666666667
645463.3.peg.2375	250.044682752458	269.258266309205
645463.3.peg.2376	207.912844036697	227.484709480122
645463.3.peg.2378	279.191716766867	300.100200400802
645463.3.peg.2379	246.875	269.683908045977
645463.3.peg.238	18.4807256235828	17.2902494331066
645463.3.peg.2384	40.4166666666667	42.3611111111111
645463.3.peg.2389	6.72105672105672	7.88655788655789
645463.3.peg.239	13.2616487455197	13.2616487455197
645463.3.peg.2390	5.0314465408805	4.71698113207547
645463.3.peg.2391	15.7700421940928	14.2405063291139
645463.3.peg.240	13.1605691056911	14.380081300813
645463.3.peg.2402	202.24358974359	211.217948717949
645463.3.peg.2407	3.64396654719235	3.3452807646356
645463.3.peg.2408	4.56989247311828	5.18433179723502
645463.3.peg.2409	3.16939890710382	5.02732240437159
645463.3.peg.2416	689.309056956116	781.372549019608
645463.3.peg.2417	472.395833333333	536.892361111111
645463.3.peg.2419	568.373015873016	662.698412698413
645463.3.peg.2446	15.2812762384551	15.5331654072208
645463.3.peg.2447	35.0694444444444	40.3935185185185
645463.3.peg.2456	565.531592886871	589.822171774499
645463.3.peg.2459	3.40293890177881	2.78422273781903
645463.3.peg.2463	3.7037037037037	7.40740740740741
645463.3.peg.2464	1.64835164835165	1.28205128205128
645463.3.peg.2478	0.484496124031008	0.484496124031008
645463.3.peg.2479	121.794871794872	130.7450411224
645463.3.peg.2480	181.513083048919	205.290102389078
645463.3.peg.2486	166.417910447761	174.875621890547
645463.3.peg.2487	21.4583333333333	23.1944444444444
645463.3.peg.2496	241.880341880342	271.652421652422
645463.3.peg.2516	15.1096956829441	14.0481245576787
645463.3.peg.2535	7.59117896522477	7.16709075487701
645463.3.peg.2536	3.28638497652582	2.48826291079812
645463.3.peg.2542	32.8571428571429	24.6560846560847
645463.3.peg.2546	23.3964248159832	22.7129337539432
645463.3.peg.2551	8.16249050873197	12.870159453303
645463.3.peg.2553	11.7300724637681	9.73731884057971
645463.3.peg.2560	5.7649667405765	5.69105691056911
645463.3.peg.2561	4.48207171314741	5.34528552456839
645463.3.peg.2563	11.1801242236025	16.5631469979296
645463.3.peg.2565	477.750410509031	470.730706075534
645463.3.peg.2567	48.2429718875502	47.640562248996
645463.3.peg.2569	18.8145394465097	22.4287484510533
645463.3.peg.2572	166.231884057971	163.913043478261
645463.3.peg.2583	16.0694896851249	14.6579804560261
645463.3.peg.2586	81.1086797957695	91.2837345003647
645463.3.peg.260	19.5492662473795	18.1341719077568
645463.3.peg.2602	30.8232931726908	34.136546184739
645463.3.peg.2615	2.14632325494588	2.14632325494588
645463.3.peg.2619	19.4444444444444	16.7460317460317
645463.3.peg.2620	63.5514018691589	66.1993769470405
645463.3.peg.2621	101.785714285714	110.565476190476
645463.3.peg.2630	153.655913978495	158.333333333333
645463.3.peg.2631	235.487528344671	232.993197278912
645463.3.peg.2633	95.8937198067633	105.394524959742
645463.3.peg.2635	68.3656957928803	72.0064724919094
645463.3.peg.2637	63.0565583634176	68.2310469314079
645463.3.peg.2638	65.4106280193237	77.7777777777778
645463.3.peg.2641	5.4042904290429	5.23927392739274
645463.3.peg.2642	24.7191011235955	23.876404494382
645463.3.peg.2643	27.3574561403509	25.7127192982456
645463.3.peg.2653	24.4011976047904	25.2994011976048
645463.3.peg.2654	11.3733905579399	11.2303290414878
645463.3.peg.2656	81.6155988857939	83.1940575673166
645463.3.peg.2662	40.4118404118404	43.0341055341055
645463.3.peg.2678	61.5686274509804	63.8235294117647
645463.3.peg.2699	42.5427872860636	47.2697636511817
645463.3.peg.2701	28.2079646017699	32.5589970501475
645463.3.peg.2702	39.1124871001032	46.6976264189887
645463.3.peg.2703	58.5880640465793	56.2227074235808
645463.3.peg.2716	18.1818181818182	17.4747474747475
645463.3.peg.2717	33.3847736625514	37.7057613168724
645463.3.peg.2718	22.4437627811861	21.7791411042945
645463.3.peg.2719	405.545112781955	431.234335839599
645463.3.peg.2721	48.1549815498155	48.3394833948339
645463.3.peg.2723	0.339270568278202	0.339270568278202
645463.3.peg.2726	3.06513409961686	2.55427841634738
645463.3.peg.2727	1.16104868913858	1.76029962546816
645463.3.peg.2729	829.435028248587	933.658192090395
645463.3.peg.2741	226.305220883534	240.160642570281
645463.3.peg.2743	22.5049900199601	23.1037924151697
645463.3.peg.2744	4.91183879093199	4.19815281276239
645463.3.peg.2752	26.8229166666667	25.9672619047619
645463.3.peg.2753	7.3992673992674	7.47252747252747
645463.3.peg.2756	0.578703703703704	0.925925925925926
645463.3.peg.2762	61.7357001972387	60.0591715976331
645463.3.peg.2774	121.675774134791	121.857923497268
645463.3.peg.2782	0.917065390749601	0.637958532695375
645463.3.peg.2783	1.66320166320166	2.25225225225225
645463.3.peg.2784	48.207171314741	49.5019920318725
645463.3.peg.2787	27.8183292781833	29.8053527980535
645463.3.peg.2788	103.579418344519	112.975391498881
645463.3.peg.2789	57.8780680918448	59.2636579572447
645463.3.peg.2793	35.9601449275362	39.2889492753623
645463.3.peg.2794	186.842105263158	201.656920077973
645463.3.peg.2802	124.635143023935	139.28779918272
645463.3.peg.2808	168.432671081678	168.543046357616
645463.3.peg.2818	35.5282738095238	38.6904761904762
645463.3.peg.2819	32.5365205843294	37.5166002656042
645463.3.peg.2821	41.2666666666667	40.3333333333333
645463.3.peg.2826	18.901303538175	20.7635009310987
645463.3.peg.2827	13.825424721734	14.5284124194493
645463.3.peg.2830	1198.64091559371	1247.42489270386
645463.3.peg.2831	180.202169625247	186.98224852071
645463.3.peg.2833	35.9632446134347	35.0126742712294
645463.3.peg.2835	59.9673202614379	59.4771241830065
645463.3.peg.2837	156.303418803419	163.060897435897
645463.3.peg.2840	31.1635220125786	35.9433962264151
645463.3.peg.2841	62.2347066167291	67.29088639201
645463.3.peg.2842	6.88463583200425	8.08080808080808
645463.3.peg.2845	7.542194092827	6.56645569620253
645463.3.peg.2859	0.11037527593819	0.607064017660044
645463.3.peg.2880	28.9252728799328	32.6196473551637
645463.3.peg.2886	4.36036036036036	4.3963963963964
645463.3.peg.2893	13.3647798742138	10.9276729559748
645463.3.peg.2903	7.42471443406023	7.16510903426791
645463.3.peg.2906	73.7597911227154	73.585726718886
645463.3.peg.2907	89.7359735973597	88.9438943894389
645463.3.peg.2909	125.020990764064	133.375314861461
645463.3.peg.2914	0.936329588014981	1.40449438202247
645463.3.peg.2930	2.1025641025641	1.84615384615385
645463.3.peg.2932	1.08695652173913	1.44927536231884
645463.3.peg.2932	2.92096219931271	3.09278350515464
645463.3.peg.294	29.0450928381963	28.2051282051282
645463.3.peg.2941	825	791.194968553459
645463.3.peg.2943	2022.57818459191	2107.24637681159
645463.3.peg.2944	1661.79604261796	1757.6103500761
645463.3.peg.2945	1617.94871794872	1627.5641025641
645463.3.peg.295	25.4154447702835	26.9794721407625
645463.3.peg.2969	2.80172413793103	2.58620689655172
645463.3.peg.2970	7.87159190853122	7.16798592788039
645463.3.peg.2971	7.71276595744681	7.4468085106383
645463.3.peg.2985	1.87793427230047	1.93661971830986
645463.3.peg.2989	47.4971558589306	46.13196814562
645463.3.peg.2990	61.4942528735632	57.6628352490422
645463.3.peg.2993	47.6851851851852	60.3395061728395
645463.3.peg.2994	107.380952380952	111.095238095238
645463.3.peg.3003	1.2489233419466	1.03359173126615
645463.3.peg.3004	0.326797385620915	0.65359477124183
645463.3.peg.3005	0.82051282051282	0.769230769230769
645463.3.peg.3007	1.48342059336824	1.8760907504363
645463.3.peg.3010	109.107271418287	123.182145428366
645463.3.peg.3013	108.016147635525	110.322952710496
645463.3.peg.3014	105.600358422939	106.003584229391
645463.3.peg.3015	104.984423676012	116.822429906542
645463.3.peg.3016	96.6450216450216	107.359307359307
645463.3.peg.303	1.08695652173913	0.845410628019324
645463.3.peg.3032	4.23529411764706	5.25490196078431
645463.3.peg.3033	163.679245283019	184.905660377359
645463.3.peg.304	2.30923694779116	2.51004016064257
645463.3.peg.3048	4.4543429844098	5.49368968077209
645463.3.peg.3057	0.854700854700855	0.641025641025641
645463.3.peg.3059	0.788288288288288	0.825825825825826
645463.3.peg.306	2.35173824130879	2.45398773006135
645463.3.peg.3063	1.24542124542125	0.915750915750916
645463.3.peg.3064	0.257898130238556	0.386847195357834
645463.3.peg.307	2.24867724867725	2.11640211640212
645463.3.peg.308	1.5625	2.19907407407407
645463.3.peg.3085	1.85185185185185	2.16049382716049
645463.3.peg.3086	0.282485875706215	0.141242937853107
645463.3.peg.3087	0.120192307692308	0.080128205128205
645463.3.peg.3088	0.314465408805031	0.943396226415094
645463.3.peg.3090	5.36796536796537	5.88744588744589
645463.3.peg.3091	3.99464831804281	3.87996941896024
645463.3.peg.3097	49.1306954436451	48.1714628297362
645463.3.peg.3101	4.42817294281729	4.42817294281729
645463.3.peg.3102	1.82576943140323	2.34741784037559
645463.3.peg.3105	3.41235632183908	4.13074712643678
645463.3.peg.3106	1.60314579552329	2.08711433756806
645463.3.peg.3108	57.9268292682927	50.1016260162602
645463.3.peg.3110	2.08333333333333	2.30034722222222
645463.3.peg.3111	9.03426791277259	7.78816199376947
645463.3.peg.3114	5.64853556485356	6.41562064156206
645463.3.peg.3122	14.8109965635739	16.3230240549828
645463.3.peg.3140	4.93697478991597	4.48179271708684
645463.3.peg.3141	4.22498703991706	4.45826853291861
645463.3.peg.3143	9.70735189150607	9.88579586009993
645463.3.peg.3146	10.0069013112491	10.9730848861284
645463.3.peg.3147	9.74099099099099	8.61486486486487
645463.3.peg.3150	1.21308016877637	1.55590717299578
645463.3.peg.317	7.56646216768916	6.74846625766871
645463.3.peg.319	8.47362514029181	10.1010101010101
645463.3.peg.320	5.39979231568017	5.9190031152648
645463.3.peg.321	2.28174603174603	3.24074074074074
645463.3.peg.3215	280.433101314772	307.23124516628
645463.3.peg.3216	204.305283757339	218.851924331376
645463.3.peg.3217	266.801075268817	299.596774193548
645463.3.peg.3218	151.745635910224	175.644222776392
645463.3.peg.3219	332.986111111111	397.073412698413
645463.3.peg.322	3.75375375375375	4.15415415415415
645463.3.peg.3222	0.546448087431694	0.741608118657299
645463.3.peg.3223	1.04166666666667	1.22126436781609
645463.3.peg.3226	1.65537998495109	1.91873589164786
645463.3.peg.3227	4.82954545454545	5.83964646464646
645463.3.peg.3237	52.8735632183908	51.9056261343013
645463.3.peg.3274	30.4857621440536	29.5644891122278
645463.3.peg.3276	86.9261477045908	87.9241516966068
645463.3.peg.3279	90.7949790794979	105.020920502092
645463.3.peg.3289	24.1071428571429	25.3968253968254
645463.3.peg.3291	12.8205128205128	14.957264957265
645463.3.peg.3292	11.6600790513834	15.0856389986825
645463.3.peg.3293	31.7493112947658	36.2947658402204
645463.3.peg.3295	35.5927698032961	41.4141414141414
645463.3.peg.3304	59.9307159353349	61.4703618167821
645463.3.peg.3307	12.5984251968504	14.3982002249719
645463.3.peg.3312	3.4640522875817	3.39869281045752
645463.3.peg.3313	0.96969696969697	1.6969696969697
645463.3.peg.3314	1.85185185185185	1.96078431372549
645463.3.peg.3322	12.3962040332147	11.5658362989324
645463.3.peg.3326	47.843137254902	46.6666666666667
645463.3.peg.3328	500.231124807396	492.424242424243
645463.3.peg.3330	21.09375	23.828125
645463.3.peg.3331	7.51262626262626	9.02777777777778
645463.3.peg.3332	5.43735224586288	6.50118203309693
645463.3.peg.3333	5.9375	4.375
645463.3.peg.3335	27.1766169154229	28.7935323383085
645463.3.peg.3336	76.7932489451477	85.8438818565401
645463.3.peg.3337	37.2387238723872	39.7139713971397
645463.3.peg.3339	153.037037037037	152.185185185185
645463.3.peg.334	38.2030178326475	36.2825788751715
645463.3.peg.3340	51.9278606965174	51.8345771144279
645463.3.peg.3365	118.370607028754	121.192758253461
645463.3.peg.3373	24.6620046620047	29.7668997668998
645463.3.peg.3392	4.66101694915254	4.80225988700565
645463.3.peg.34	0.758955676988464	0.455373406193078
645463.3.peg.3413	104.741624077229	119.477569562748
645463.3.peg.3414	65.9375	75.6770833333333
645463.3.peg.3421	53.2494758909853	53.7211740041929
645463.3.peg.3434	1.33565621370499	1.16144018583043
645463.3.peg.3436	2.33426704014939	2.19421101774043
645463.3.peg.3438	47.2567287784679	48.2919254658385
645463.3.peg.3439	29.4	30.6666666666667
645463.3.peg.3440	39.0176600441501	47.8476821192053
645463.3.peg.3441	30.1555104800541	34.0094658553076
645463.3.peg.3444	34.75935828877	32.9768270944742
645463.3.peg.3447	38.5057471264368	40.4761904761905
645463.3.peg.3451	19.9346405228758	19.094304388422
645463.3.peg.3452	32.2530864197531	34.8251028806584
645463.3.peg.3454	30.9333333333333	35.0666666666667
645463.3.peg.3456	21.1240310077519	21.3178294573643
645463.3.peg.3457	16.0975609756098	17.0731707317073
645463.3.peg.3458	46.8481375358166	50.1432664756447
645463.3.peg.3462	1.93602693602694	1.68350168350168
645463.3.peg.3472	7.68817204301075	7.79569892473118
645463.3.peg.3495	16.8421052631579	12.1052631578947
645463.3.peg.35	0.727802037845706	0.946142649199418
645463.3.peg.3502	134.19689119171	143.350604490501
645463.3.peg.3506	136.015325670498	143.67816091954
645463.3.peg.3507	160.286738351254	191.362007168459
645463.3.peg.3508	146.915776986951	168.920521945433
645463.3.peg.3509	128.942115768463	143.745841650033
645463.3.peg.3510	92.3076923076923	96.4285714285714
645463.3.peg.3514	270.93023255814	289.922480620155
645463.3.peg.3515	89.4736842105263	90.7894736842105
645463.3.peg.3516	298.630136986301	309.817351598174
645463.3.peg.3519	54.3650793650794	53.015873015873
645463.3.peg.3556	196.004206098843	201.051524710831
645463.3.peg.3557	254.166666666667	257.86231884058
645463.3.peg.3581	26.3415892672859	28.3797729618163
645463.3.peg.3584	117.959468902865	122.886093640811
645463.3.peg.3591	20.6382978723404	21.4184397163121
645463.3.peg.3595	194.411764705882	202.254901960784
645463.3.peg.3598	180.41504539559	198.573281452659
645463.3.peg.360	197.811131957473	199.405878674171
645463.3.peg.3601	8.89570552147239	9.04907975460123
645463.3.peg.3605	27.1995043370508	22.6765799256506
645463.3.peg.3609	166.340933767644	159.500542888165
