patric	Rough_1	Rough_2
645463.3.peg.1000	2.9723991507431	4.77707006369427
645463.3.peg.1001	3.98692810457516	5.09803921568627
645463.3.peg.1002	4.56702253855279	4.92289442467378
645463.3.peg.1007	170.833333333333	208.514492753623
645463.3.peg.1016	2.73914875684787	2.21238938053097
645463.3.peg.1017	3.5437430786268	4.4296788482835
645463.3.peg.102	184.60960960961	238.513513513513
645463.3.peg.103	261.512717536814	357.630522088353
645463.3.peg.1032	26.6998341625207	32.6699834162521
645463.3.peg.1037	30.1075268817204	30.7795698924731
645463.3.peg.1057	46.4975845410628	60.2657004830918
645463.3.peg.1070	6.55058043117745	7.08955223880597
645463.3.peg.1077	73.4554597701149	74.6048850574713
645463.3.peg.1079	193.024227234754	229.53216374269
645463.3.peg.1084	46.8085106382979	63.4751773049645
645463.3.peg.1086	68.7171398527866	85.1209253417455
645463.3.peg.1089	89.7901533494754	114.406779661017
645463.3.peg.1096	68.6555891238671	76.686807653575
645463.3.peg.1110	38.1193693693694	45.1576576576577
645463.3.peg.1112	32.422293676313	36.8167202572347
645463.3.peg.1125	40.4096834264432	43.2029795158287
645463.3.peg.1128	52.1312872975277	63.6828644501279
645463.3.peg.1129	54.1820418204182	65.8671586715867
645463.3.peg.1130	13.758389261745	16.2565249813572
645463.3.peg.1176	0.966744006187162	1.46945088940449
645463.3.peg.118	4.11686586985392	7.17131474103586
645463.3.peg.119	92.6160337552743	115.021097046414
645463.3.peg.1196	1419.74231088944	1987.86367414796
645463.3.peg.1199	30.4734848484848	31.6856060606061
645463.3.peg.120	58.9073129251701	69.515306122449
645463.3.peg.1218	22.9683195592286	24.0702479338843
645463.3.peg.1223	24.9451754385965	29.9616228070175
645463.3.peg.1233	86.8817204301075	110.05376344086
645463.3.peg.1240	47.140522875817	63.2352941176471
645463.3.peg.1245	42.2101449275362	48.1884057971015
645463.3.peg.125	725.16339869281	757.952069716776
645463.3.peg.1250	30.4373522458629	38.7706855791962
645463.3.peg.1252	150.691562932227	169.363762102351
645463.3.peg.1256	68.2999257609503	73.2368225686711
645463.3.peg.1257	1220.71846282373	1312.32247284879
645463.3.peg.1258	48.9484752891693	55.1524710830705
645463.3.peg.126	594.351851851852	587.592592592593
645463.3.peg.1262	35.4397051079516	40.4160084254871
645463.3.peg.1272	100.790754257908	115.450121654501
645463.3.peg.1304	22.6824457593688	24.1288625904011
645463.3.peg.1308	6.89890710382514	5.39617486338798
645463.3.peg.1309	14.4883485309017	12.0060790273556
645463.3.peg.132	97.6545842217484	132.942430703625
645463.3.peg.1323	44.6540880503145	48.1132075471698
645463.3.peg.1324	2.86885245901639	4.03005464480874
645463.3.peg.1330	8.45410628019324	9.17874396135266
645463.3.peg.1332	20.7239459029435	27.4463007159905
645463.3.peg.1351	26.8468468468468	30.0900900900901
645463.3.peg.136	112.932389937107	122.405660377359
645463.3.peg.1372	16.0683760683761	18.1196581196581
645463.3.peg.1373	25.9259259259259	28.4074074074074
645463.3.peg.1374	15.6586021505376	17.6747311827957
645463.3.peg.1376	165.44502617801	219.284467713787
645463.3.peg.1377	132.276119402985	176.243781094527
645463.3.peg.1378	41.6666666666667	55.327868852459
645463.3.peg.1379	55.2268244575937	74.1617357001972
645463.3.peg.1380	72.3918575063613	99.6819338422392
645463.3.peg.14	95.125786163522	121.069182389937
645463.3.peg.1406	374.33241252302	458.977900552486
645463.3.peg.1409	20.4928664072633	19.4552529182879
645463.3.peg.1410	28.6885245901639	29.9863387978142
645463.3.peg.1411	138.854166666667	133.072916666667
645463.3.peg.1418	6.77321156773212	8.52359208523592
645463.3.peg.1419	14.2045454545455	16.8560606060606
645463.3.peg.1421	45.8128078817734	47.9474548440066
645463.3.peg.1423	180.286069651741	213.246268656716
645463.3.peg.1428	11.8939393939394	13.8636363636364
645463.3.peg.143	80.2763819095477	96.0217755443886
645463.3.peg.1441	21.2014134275618	23.321554770318
645463.3.peg.1442	24.2149758454106	25.1811594202899
645463.3.peg.1447	11.9047619047619	16.1480433757661
645463.3.peg.1451	114.640198511166	154.79735318445
645463.3.peg.1456	47.5118483412322	57.5434439178515
645463.3.peg.1464	49.6592317224288	56.815365551425
645463.3.peg.1466	376.787678767877	391.859185918592
645463.3.peg.1476	1.16402116402116	0.846560846560847
645463.3.peg.1478	1.61904761904762	1.38095238095238
645463.3.peg.1479	1.64075993091537	1.89982728842832
645463.3.peg.148	0.161812297734628	0.323624595469256
645463.3.peg.1481	2.76625172890733	2.0746887966805
645463.3.peg.1482	2.23978919631094	2.17391304347826
645463.3.peg.1483	2.69058295964126	1.94319880418535
645463.3.peg.149	0.764525993883792	0.764525993883792
645463.3.peg.1493	0.401606425702811	0.301204819277108
645463.3.peg.1494	0.59206631142688	0.88809946714032
645463.3.peg.150	0.599250936329588	0.636704119850187
645463.3.peg.1562	1.16851168511685	0.738007380073801
645463.3.peg.1577	82.9908675799087	103.966894977169
645463.3.peg.1580	4.80295566502463	10.2216748768473
645463.3.peg.1582	7.50394944707741	9.00473933649289
645463.3.peg.1592	0.447227191413238	0.596302921884317
645463.3.peg.1593	0.777453838678329	1.19047619047619
645463.3.peg.1594	2.33644859813084	2.02492211838006
645463.3.peg.1595	3237.18371837184	4541.85918591859
645463.3.peg.1596	3201.5	4328.83333333333
645463.3.peg.1598	54.8275862068966	56.7241379310345
645463.3.peg.1601	5.91194968553459	7.16981132075472
645463.3.peg.1602	5.76679340937896	6.27376425855513
645463.3.peg.1603	4.81832543443918	6.47709320695103
645463.3.peg.1604	27.5577557755776	29.8679867986799
645463.3.peg.161	224.257425742574	223.927392739274
645463.3.peg.1633	0	0.141843971631206
645463.3.peg.1639	317.172812725958	354.573391178597
645463.3.peg.1649	70.335429769392	80.4507337526206
645463.3.peg.1650	5.95611285266458	10.4493207941484
645463.3.peg.1651	3.37301587301587	6.08465608465608
645463.3.peg.1652	0.67287784679089	1.5527950310559
645463.3.peg.1655	11.6541353383459	11.2155388471178
645463.3.peg.1656	11.0435663627153	11.854103343465
645463.3.peg.1657	24.0323512420566	29.6649335644136
645463.3.peg.1658	724.060606060606	700.808080808081
645463.3.peg.1659	1646.53635116598	1677.50342935528
645463.3.peg.1663	6.56446540880503	6.44654088050315
645463.3.peg.1667	1.8970189701897	2.68292682926829
645463.3.peg.1668	22.6495726495726	24.6153846153846
645463.3.peg.167	49.3170911775563	53.3776301218162
645463.3.peg.168	55.2325581395349	60.2713178294574
645463.3.peg.169	54.841997961264	60.0407747196738
645463.3.peg.1693	377.044025157233	420.440251572327
645463.3.peg.1694	488.6803185438	581.569965870307
645463.3.peg.1699	2.23829201101928	2.85812672176309
645463.3.peg.1700	1.08225108225108	0.974025974025974
645463.3.peg.1701	7.84913353720693	12.3343527013252
645463.3.peg.1702	23.7237237237237	25.8258258258258
645463.3.peg.1703	87.6811594202899	82.8804347826087
645463.3.peg.1706	5.12820512820513	5.12820512820513
645463.3.peg.1707	0.68407960199005	1.30597014925373
645463.3.peg.1711	0.531914893617021	0.567375886524823
645463.3.peg.1721	0.578703703703704	1.04166666666667
645463.3.peg.1733	8.17901234567901	11.5740740740741
645463.3.peg.1738	13.849765258216	18.3098591549296
645463.3.peg.1749	0.234741784037559	0.195618153364632
645463.3.peg.1750	10.3535353535354	11.3131313131313
645463.3.peg.1761	12.0614035087719	20.7236842105263
645463.3.peg.1772	38.7152777777778	42.7951388888889
645463.3.peg.1774	979.154375614553	989.773844641101
645463.3.peg.1783	7.06845238095238	5.72916666666667
645463.3.peg.1792	9.45833333333333	8.83333333333333
645463.3.peg.1800	70.8986415882968	72.884012539185
645463.3.peg.1805	360.324754901961	388.419117647059
645463.3.peg.1815	3.18930041152263	5.09259259259259
645463.3.peg.1817	15.9839357429719	17.2690763052209
645463.3.peg.1824	16.8224299065421	17.9127725856698
645463.3.peg.1826	26.8049155145929	30.4147465437788
645463.3.peg.1828	26.0119047619048	36.7857142857143
645463.3.peg.1830	6.56654888103651	8.33333333333333
645463.3.peg.1834	10.7030015797788	13.6650868878357
645463.3.peg.1835	10.8305274971942	11.8406285072952
645463.3.peg.1840	15.5694879832811	15.8829676071055
645463.3.peg.1841	44.2800788954635	52.8599605522683
645463.3.peg.1842	37.2769953051643	42.6291079812207
645463.3.peg.1843	36.4155251141552	41.0958904109589
645463.3.peg.1844	34.949215143121	40.4893813481071
645463.3.peg.1845	29.406850459482	36.6332497911445
645463.3.peg.1846	29.1975308641975	38.8888888888889
645463.3.peg.1847	22.378277153558	24.9063670411985
645463.3.peg.1848	16.4285714285714	20.4166666666667
645463.3.peg.190	406.447688564477	582.603406326034
645463.3.peg.191	399.682971014493	532.336956521739
645463.3.peg.192	129.124579124579	159.974747474748
645463.3.peg.194	3662.71721958926	3756.24012638231
645463.3.peg.1947	48.4790874524715	43.0291508238276
645463.3.peg.1948	20.9713024282561	21.7439293598234
645463.3.peg.1962	0	0
645463.3.peg.1963	0	0
645463.3.peg.1966	0	0
645463.3.peg.1973	0	0
645463.3.peg.1978	0	0
645463.3.peg.198	90.4451682953312	91.5309446254072
645463.3.peg.1988	69.6825396825397	82.5925925925926
645463.3.peg.1989	63.1578947368421	68.8888888888889
645463.3.peg.1990	106.093979441997	123.237885462555
645463.3.peg.1991	121.743929359823	127.041942604857
645463.3.peg.201	48.7179487179487	44.1025641025641
645463.3.peg.202	31.2297734627832	30.9600862998921
645463.3.peg.2027	38.4858044164038	46.1093585699264
645463.3.peg.2042	9.69202898550725	10.4166666666667
645463.3.peg.2062	2.17391304347826	2.6268115942029
645463.3.peg.2078	7.36766809728183	6.43776824034335
645463.3.peg.2080	0.342130987292278	0.782013685239492
645463.3.peg.2081	0.336700336700337	0.378787878787879
645463.3.peg.2082	0	0.174216027874564
645463.3.peg.2083	0.123152709359606	0.082101806239737
