reaction	linear_coefficient
rxn02201_c	0.05772375574339394
rxn07841_c	0.05772375574339394
rxn02200_c	0.05772375574339394
rxn07842_c	0.05772375574339394
rxn00345_c	0.011540568970116091
rxn00390_c	0.011540568970116091
rxn00376_c	0.011540568970116091
rxn00938_c	0.011540568970116091
rxn02230_c	0.0017688323715516182
rxn02229_c	0.0017688323715516182
rxn00423_c	0.5038508507176613
rxn01219_c	0.01049361594739163
rxn00364_c	0.01049361594739163
rxn00707_c	0.01049361594739163
peptidoglycan_rxn	0.009911954160649415
rxn03933_c	0.009911954160649415
rxn03408_c	0.009911954160649415
rxn02177_c	0.008515984969173858
rxn00141_c	0.008515984969173858
rxn00988_c	0.0007218554779449518
rxn09450_c	0.0007218554779449518
rxn00947_c	0.0007218554779449518
rxn05736_c	0.0007218554779449518
rxn09449_c	0.0007218554779449518
rxn09448_c	0.0007218554779449518
rxn03861_c	0.17370516338162745
rxn01452_c	0.17370516338162745
rxn00575_c	0.025151244716120544
rxn00022_c	0.025151244716120544
rxn00974_c	0.010377269267513863
rxn01388_c	0.010377269267513863
rxn00973_c	0.010377269267513863
rxn04031_c	0.0003728631800760631
rxn05408_c	0.012820215352596085
rxn05459_c	0.012820215352596085
rxn05454_c	0.012820215352596085
rxn05383_c	0.012820215352596085
rxn05452_c	0.012820215352596085
rxn05456_c	0.012820215352596085
rxn05358_c	0.012820215352596085
rxn05451_c	0.012820215352596085
rxn05458_c	0.012820215352596085
rxn05455_c	0.012820215352596085
rxn05457_c	0.012820215352596085
rxn05453_c	0.012820215352596085
rxn05465_c	0.012820215352596085
rxn10274_c	0.028292151526058334
rxn10288_c	0.028292151526058334
rxn10284_c	0.028292151526058334
rxn10271_c	0.028292151526058334
rxn10286_c	0.028292151526058334
rxn10287_c	0.028292151526058334
rxn10273_c	0.028292151526058334
rxn10283_c	0.028292151526058334
rxn10279_c	0.028292151526058334
rxn10275_c	0.028292151526058334
rxn10280_c	0.028292151526058334
rxn10277_c	0.028292151526058334
rxn10276_c	0.028292151526058334
rxn10281_c	0.028292151526058334
rxn10272_c	0.028292151526058334
rxn10282_c	0.028292151526058334
rxn10285_c	0.028292151526058334
rxn10278_c	0.028292151526058334
rxn00532_c	0.020265352545956104
rxn07876_c	0.020265352545956104
rxn01643_c	0.020265352545956104
rxn05126_c	0.020265352545956104
rxn07885_c	0.020265352545956104
rxn07875_c	0.020265352545956104
rxn03366_c	0.020265352545956104
rxn04744_c	0.020265352545956104
rxn04270_c	0.020265352545956104
rxn03618_c	0.020265352545956104
rxn03365_c	0.020265352545956104
rxn04727_c	0.020265352545956104
rxn03915_c	0.020265352545956104
rxn05127_c	0.020265352545956104
rxn04271_c	0.020265352545956104
rxn03921_c	0.020265352545956104
rxn02107_c	0.020265352545956104
rxn01851_c	0.020265352545956104
rxn04658_c	0.020265352545956104
rxn02687_c	0.020265352545956104
rxn04737_c	0.020265352545956104
rxn04723_c	0.020265352545956104
rxn05425_c	0.015146814757800537
