	minimum	maximum
rxn03408_c	30.023937432213984	37.52992179026751
rxn00258_c	-2.439444916368643	-1.9515559330951646
rxn01218_c	-3.9406417879782807	-3.1525134303826587
rxn00678_c	-165.18404213187182	428.9410561812241
rxn00001_c	522.087034635934	652.6087932949151
rxn01322_c	61.04867277883511	76.3108409735438
rxn12512_c	0.1100877705846801	0.13760971323066742
rxn08669_c	-0.03127493482531918	-0.025019947860300817
rxn00225_c	-997.4980052139858	-144.74781044971834
rxn00148_c	-874.0996223675832	-87.97670924912286
rxn05569_c	-981.0642089146163	670.9450652488474
rxn00100_c	0.11008777058470645	0.13760971323121707
rxn05298_c	19.495543372650218	24.369429215813852
rxn03903_c	30.023937432213984	37.529921790267394
rxn00097_c	188.50685041131052	235.633563014131
rxn01217_c	3.1525134303826583	3.9406417879780804
rxn00692_c	-511.0900918890166	-82.4969761290962
rxn01492_c	0.1250997393004492	0.15637467412581516
rxn00171_c	-56.780550039861055	1000.0
rxn03958_c	-426.59011101603187	-341.2720888128322
rxn10060_c	-2.839764082130222	-2.2718112657041774
rxn08799_c	-0.0938248044753891	-0.07505984358033402
rxn09111_c	0.02501994786018713	0.03127493482531918
rxn00392_c	0.01000797914396465	0.01250997393008913
rxn00747_c	153.73110016641976	665.2757517625134
rxn01334_c	-664.0747942652251	-152.5301426691267
rxn02175_c	0.11008777058410654	0.13760971323077498
rxn03884_c	197.98146727860092	739.7860877776723
rxn02009_c	30.02393743221395	37.529921790267416
rxn00555_c	209.07325689238132	995.1961700108448
rxn01505_c	61.048672778836476	76.31084097354392
rxn04043_c	-0.1563746741256864	-0.12509973930025353
rxn00139_c	-449.72257152360476	-359.7780572188884
rxn03910_c	341.2720888128305	426.59011101603835
rxn04794_c	-248.39788194488318	1000.0
rxn08815_c	-0.031274934825091805	-0.025019947860073444
rxn00363_c	341.3221287085513	426.65266088568814
rxn03908_c	341.2720888128311	426.5901110160381
rxn05485_c	-938.9513272211661	350.66395656008353
rxn05496_c	70.61630084056719	88.27037605070905
rxn00527_c	13.692849322212282	390.96897735041534
rxn10271_c	0.02501994786018713	0.03127493482520549
rxn01548_c	18.856247676099883	23.570309595124513
rxn08352_c	31.024735346620876	38.78091918327611
rxn01345_c	152.53014266912726	664.0747942652202
rxn05645_c	0.11008777058509622	0.13760971323131344
rxn00711_c	359.77805721888706	449.72257152360845
rxn00908_c	-501.49494188464575	-74.82085612558956
rxn01138_c	-449.7225715236085	-359.77805721888706
rxn05494_c	105.08378101274945	131.3547262659364
rxn01870_c	0.025019947860402868	0.03127493482544739
rxn00297_c	-75.0598435805349	-60.04787486442797
rxn00611_c	-1.532471806436206	-1.2259774451490557
rxn08756_c	310.24735346620923	387.8091918327613
rxn05527_c	-426.6526608856882	-341.3221287085503
rxn00412_c	0.0	405.78255752736453
rxn10168_c	0.10007979144071326	0.12509973930089133
rxn09657_c	0.10007979144074852	0.12509973930093565
rxn12191_c	-97.41379006438595	1000.0
rxn00410_c	0.0	434.0713431396732
rxn01333_c	152.53014266912623	664.0747942652192
rxn12510_c	0.11008777058453538	0.1376097132308431
rxn03933_c	30.023937432213984	37.529921790267394
rxn01986_c	-56.78055003984616	1000.0
rxn01646_c	-0.5003989572022647	-0.4003191657636762
rxn00105_c	0.4003191657610143	0.5003989572041412
rxn00784_c	-56.78055003985719	1000.0
rxn02285_c	-75.0598435805349	-60.04787486442797
rxn05663_c	1.2810213304411284	1.6012766630514041
