reaction	linear_coefficient
rxn07842_c	0.056103644000870645
rxn02201_c	0.056103644000870645
rxn02200_c	0.056103644000870645
rxn07841_c	0.056103644000870645
rxn00376_c	0.009914141161506084
rxn00938_c	0.009914141161506084
rxn00390_c	0.009914141161506084
rxn00345_c	0.009914141161506084
rxn02229_c	0.0014369919480360458
rxn02230_c	0.0014369919480360458
rxn00423_c	0.4975667486779471
rxn00364_c	0.009370733541622284
rxn01219_c	0.009370733541622284
rxn00707_c	0.009370733541622284
rxn03933_c	0.010348862429054513
rxn03408_c	0.010348862429054513
peptidoglycan_rxn	0.010348862429054513
rxn02177_c	0.0071971030620870905
rxn00141_c	0.0071971030620870905
rxn00947_c	0.0005675494129391899
rxn05736_c	0.0005675494129391899
rxn00988_c	0.0005675494129391899
rxn09450_c	0.0005675494129391899
rxn09449_c	0.0005675494129391899
rxn09448_c	0.0005675494129391899
rxn03861_c	0.17739189160219038
rxn01452_c	0.17739189160219038
rxn00022_c	0.024042690994898742
rxn00575_c	0.024042690994898742
rxn00973_c	0.010348862429054513
rxn01388_c	0.010348862429054513
rxn00974_c	0.010348862429054513
rxn04031_c	0.00045886306060381906
rxn05451_c	0.013391935443686564
rxn05452_c	0.013391935443686564
rxn05458_c	0.013391935443686564
rxn05455_c	0.013391935443686564
rxn05358_c	0.013391935443686564
rxn05408_c	0.013391935443686564
rxn05457_c	0.013391935443686564
rxn05453_c	0.013391935443686564
rxn05459_c	0.013391935443686564
rxn05465_c	0.013391935443686564
rxn05456_c	0.013391935443686564
rxn05383_c	0.013391935443686564
rxn05454_c	0.013391935443686564
rxn10284_c	0.02654235638964699
rxn10272_c	0.02654235638964699
rxn10276_c	0.02654235638964699
rxn10275_c	0.02654235638964699
rxn10274_c	0.02654235638964699
rxn10287_c	0.02654235638964699
rxn10283_c	0.02654235638964699
rxn10277_c	0.02654235638964699
rxn10278_c	0.02654235638964699
rxn10285_c	0.02654235638964699
rxn10280_c	0.02654235638964699
rxn10286_c	0.02654235638964699
rxn10279_c	0.02654235638964699
rxn10288_c	0.02654235638964699
rxn10281_c	0.02654235638964699
rxn10271_c	0.02654235638964699
rxn10273_c	0.02654235638964699
rxn10282_c	0.02654235638964699
rxn07885_c	0.01915204655773761
rxn04271_c	0.01915204655773761
rxn07876_c	0.01915204655773761
rxn04658_c	0.01915204655773761
rxn05126_c	0.01915204655773761
rxn03365_c	0.01915204655773761
rxn01851_c	0.01915204655773761
rxn02687_c	0.01915204655773761
rxn04737_c	0.01915204655773761
rxn00532_c	0.01915204655773761
rxn03921_c	0.01915204655773761
rxn03915_c	0.01915204655773761
rxn04723_c	0.01915204655773761
rxn04744_c	0.01915204655773761
rxn05127_c	0.01915204655773761
rxn04727_c	0.01915204655773761
rxn02107_c	0.01915204655773761
rxn03618_c	0.01915204655773761
rxn04270_c	0.01915204655773761
rxn03366_c	0.01915204655773761
rxn01643_c	0.01915204655773761
rxn07875_c	0.01915204655773761
rxn05349_c	0.016108973543105556
rxn05347_c	0.016108973543105556
rxn05413_c	0.016108973543105556
rxn05363_c	0.016108973543105556
rxn05379_c	0.016108973543105556
rxn05359_c	0.016108973543105556
rxn05421_c	0.016108973543105556
rxn05348_c	0.016108973543105556
rxn05409_c	0.016108973543105556
rxn05371_c	0.016108973543105556
rxn05344_c	0.016108973543105556
