	minimum	maximum
rxn03408_c	24.402637290427492	30.50329661303158
rxn00258_c	-1.9827142798413888	-1.5861714238720879
rxn01218_c	-3.2028461443683613	-2.5622769154949308
rxn00539_c	0.0	835.7094055953714
rxn00678_c	-505.08752732972073	595.8602981259862
rxn00001_c	424.33809919234335	530.4226239903794
rxn01322_c	-940.8871800764265	1000.0
rxn12512_c	0.08947633673154728	0.11184542091397331
rxn08669_c	-0.02541941384436086	-0.020335531075602375
rxn00225_c	-997.9664468924627	0.0
rxn00148_c	-1000.0	0.0
rxn05569_c	-766.8972531006057	816.9132757372345
rxn00100_c	0.08947633673185183	0.11184542091421647
rxn05298_c	15.845445813916854	19.806807267397517
rxn03903_c	24.402637290427492	30.50329661303158
rxn00097_c	153.2132255382616	191.51653192280568
rxn01217_c	2.5622769154949308	3.2028461443683547
rxn00692_c	-502.2064051216763	-2.781900651108117
rxn01492_c	0.1016776553764825	0.12709706922029843
rxn00171_c	-281.74318100776554	1000.0
rxn03958_c	-346.72080483479704	-277.37664386785127
rxn10060_c	-2.3080827770526158	-1.8464662216422427
rxn08799_c	-0.07625824153240046	-0.06100659322601132
rxn09111_c	0.020335531075375002	0.025419413844247174
rxn00392_c	0.00813421243003036	0.010167765537675674
rxn00747_c	0.9761054916166358	313.33335170057035
rxn01334_c	-312.35724620894325	0.0
rxn02175_c	0.08947633673191317	0.11184542091335814
rxn03884_c	1.2608029266731364	635.9299931410574
rxn02009_c	24.402637290427503	30.50329661303185
rxn00555_c	-12.101471909300358	789.188491322161
rxn01505_c	49.61869582387021	62.02336977983157
rxn04043_c	-0.1270970692210085	-0.10167765537676132
rxn00139_c	-365.52223768069587	-292.41779014458257
rxn03910_c	277.37664386785707	346.7208048347944
rxn04794_c	-388.4560221996929	1000.0
rxn08815_c	-0.025419413844133487	-0.020335531075375002
rxn00363_c	277.4173149300079	346.7716436624827
rxn03908_c	277.37664386785735	346.72080483479374
rxn05485_c	-1000.0000000000001	-117.9598623455197
rxn05496_c	55.18249712608633	68.97812140760266
rxn10271_c	0.020335531075261315	0.025419413844133487
rxn08352_c	25.216058533441508	31.520073166799364
rxn01345_c	0.0	312.35724620894507
rxn05645_c	0.08947633673165001	0.11184542091461935
rxn00711_c	292.4177901445806	365.5222376806972
rxn00908_c	-499.91865787569895	-0.9354344294703196
rxn01138_c	-346.36493304096484	-277.09194643280455
rxn05494_c	85.40923051649668	106.76153814561167
rxn01870_c	0.020335531075463435	0.02541941384419337
rxn00297_c	-61.006593226062364	-48.805274580854416
rxn00611_c	-1.2455512783652694	-0.9964410226929203
rxn08756_c	252.16058533441145	315.2007316679958
rxn05527_c	-346.7716436624729	281.4178125105782
rxn10168_c	0.08134212430142533	0.101677655376772
rxn09657_c	0.08134212430138632	0.10167765537664764
rxn12191_c	-73.25834743092545	1000.0000000000001
rxn01506_c	-1000.0	526.6002906438846
rxn00410_c	282.2410769732243	352.80134621649927
rxn01333_c	1.1368683772161603e-13	312.3572462089377
rxn12510_c	0.08947633673182256	0.11184542091504594
rxn03933_c	24.402637290427492	30.503296613031694
rxn01986_c	-281.74318100778646	346.36493304097405
rxn01646_c	-0.40671062150750004	-0.32536849720577266
rxn00105_c	0.3253684972058831	0.4067106215073052
rxn00784_c	-281.743181007772	346.36493304097394
rxn02285_c	-61.006593226063615	-48.8052745808551
rxn05663_c	1.0411791910582435	1.3014739888226878
rxn03907_c	277.376643867859	346.72080483479294
rxn01213_c	25.216058533441696	31.520073166799307
rxn05059_c	-0.8947633673155906	-0.7158106938525179
rxn01366_c	9.094947017729282e-13	558.8351274405732
rxn10474_c	-0.10167765537687501	-0.08134212430138632
rxn00260_c	-594.2741267021036	506.673698753603
rxn00461_c	48.805274580854984	61.00659322606316
rxn10473_c	-0.10167765537687501	-0.08134212430138632
