uniprot	ec_number	refseq	kegg	patric
Q184V0_CLOD6	none	WP_011861826.1;YP_001089625.1	cdf:CD630_31110;pdc:CDIF630_03395	272563.120.peg.3278
Q184U5_CLOD6	none	WP_003440008.1;YP_001089622.1	cdf:CD630_31080;pdc:CDIF630_03392	272563.120.peg.3274
Q184U4_CLOD6	none	WP_003440007.1;YP_001089621.1	cdf:CD630_31070;pdc:CDIF630_03391	272563.120.peg.3273
Q184U0_CLOD6	none	WP_003440003.1;YP_001089617.1	cdf:CD630_31030;pdc:CDIF630_03387	272563.120.peg.3269
Q184U1_CLOD6	none	WP_011861823.1;YP_001089616.1	cdf:CD630_31020;pdc:CDIF630_03386	272563.120.peg.3268
Q184T6_CLOD6	none	WP_009898184.1;YP_001089613.1	cdf:CD630_30990;pdc:CDIF630_03382	272563.120.peg.3265
Q184T5_CLOD6	none	WP_003439998.1;YP_001089612.1	cdf:CD630_30980;pdc:CDIF630_03381	272563.120.peg.3264
Q184T0_CLOD6	none	WP_003439994.1;YP_001089608.1	cdf:CD630_30940;pdc:CDIF630_03377	272563.120.peg.3260
Q18D43_CLOD6	none	WP_003425143.1;YP_001086776.1	cdf:CD630_03070;pdc:CDIF630_00432	272563.120.peg.326
Q184S9_CLOD6	none	WP_011861814.1;YP_001089606.2	cdf:CD630_30920;pdc:CDIF630_03375	272563.120.peg.3258
Q184S8_CLOD6	none	WP_011861813.1;YP_001089604.1	cdf:CD630_30900;pdc:CDIF630_03373	272563.120.peg.3256
Q184S6_CLOD6	none	WP_003439975.1;YP_001089602.1	cdf:CD630_30880;pdc:CDIF630_03371	272563.120.peg.3254
Q184S4_CLOD6	none	WP_009898159.1;YP_001089601.1	cdf:CD630_30870;pdc:CDIF630_03370	272563.120.peg.3253
Q18D44_CLOD6	none	WP_003435907.1;YP_001086775.1	cdf:CD630_03060;pdc:CDIF630_00431	272563.120.peg.325
Q184S1_CLOD6	none	WP_011861809.1;YP_001089597.1	cdf:CD630_30830;pdc:CDIF630_03366	272563.120.peg.3249
Q184R8_CLOD6	none	WP_009898152.1;YP_001089596.1	cdf:CD630_30820;pdc:CDIF630_03365	272563.120.peg.3248
Q184R9_CLOD6	none	WP_011861808.1;YP_001089595.1	cdf:CD630_30810;pdc:CDIF630_03364	272563.120.peg.3247
Q184R7_CLOD6	none	WP_003439961.1;YP_001089594.1	cdf:CD630_30800;pdc:CDIF630_03363	272563.120.peg.3246
Q184R6_CLOD6	none	WP_011861806.1;YP_001089592.1	cdf:CD630_30780;pdc:CDIF630_03361	272563.120.peg.3244
Q184R3_CLOD6	none	WP_003427244.1;YP_001089591.1	cdf:CD630_30770;pdc:CDIF630_03360	272563.120.peg.3243
Q184R1_CLOD6	none	WP_011861803.1;YP_001089587.1	cdf:CD630_30730;pdc:CDIF630_03356	272563.120.peg.3239
Q184Q8_CLOD6	none	WP_011861802.1;YP_001089586.1	cdf:CD630_30720;pdc:CDIF630_03355	272563.120.peg.3238
Q184Q7_CLOD6	none	WP_003431349.1;YP_001089584.1	cdf:CD630_30700;pdc:CDIF630_03353	272563.120.peg.3236
Q184Q5_CLOD6	none	WP_003427216.1;YP_001089583.1	cdf:CD630_30690;pdc:CDIF630_03352	272563.120.peg.3235
Q184Q4_CLOD6	none	WP_009891380.1;YP_001089580.1	cdf:CD630_30660;pdc:CDIF630_03349	272563.120.peg.3232
Q18D46_CLOD6	none	WP_011860724.1;YP_001086773.1	cdf:CD630_03040;pdc:CDIF630_00429	272563.120.peg.323
Q184P9_CLOD6	none	WP_009898125.1;YP_001089576.1	cdf:CD630_30620;pdc:CDIF630_03345	272563.120.peg.3228
Q184P7_CLOD6	none	WP_003431368.1;YP_001089573.1	cdf:CD630_30590;pdc:CDIF630_03342	272563.120.peg.3225
Q184P5_CLOD6	none	WP_011861797.1;YP_001089571.1	cdf:CD630_30570;pdc:CDIF630_03340	272563.120.peg.3223
Q184P1_CLOD6	none	WP_011861796.1;YP_001089569.1	cdf:CD630_30550;pdc:CDIF630_03338	272563.120.peg.3220
Q184P2_CLOD6	none	WP_009903427.1;YP_001089568.1	cdf:CD630_30540;pdc:CDIF630_03337	272563.120.peg.3219
Q184P0_CLOD6	none	WP_003439911.1;YP_001089567.1	cdf:CD630_30530;pdc:CDIF630_03336	272563.120.peg.3218
Q184N6_CLOD6	none	WP_009898113.1;YP_001089564.1	cdf:CD630_30490;pdc:CDIF630_03333	272563.120.peg.3215
Q184N7_CLOD6	none	WP_003431385.1;YP_001089563.1	cdf:CD630_30480;pdc:CDIF630_03332	272563.120.peg.3214
Q184N8_CLOD6	none	WP_011861793.1;YP_001089562.1	cdf:CD630_30470;pdc:CDIF630_03331	272563.120.peg.3213
Q184N4_CLOD6	none	WP_003439905.1;YP_001089560.1	cdf:CD630_30450;pdc:CDIF630_03329	272563.120.peg.3211
Q184N2_CLOD6	none	WP_003439904.1;YP_001089559.1	cdf:CD630_30440;pdc:CDIF630_03328	272563.120.peg.3210
Q18D41_CLOD6	none	WP_011860722.1;YP_001086771.1	cdf:CD630_03020;pdc:CDIF630_00427	272563.120.peg.321
Q184N0_CLOD6	none	WP_011861792.1;YP_001089558.1	cdf:CD630_30430;pdc:CDIF630_03327	272563.120.peg.3209
Q184N1_CLOD6	none	WP_003439901.1;YP_001089557.1	cdf:CD630_30420;pdc:CDIF630_03326	272563.120.peg.3208
Q184M9_CLOD6	none	WP_011861791.1;YP_001089555.1	cdf:CD630_30400;pdc:CDIF630_03324	272563.120.peg.3206
Q184M7_CLOD6	none	WP_011861790.1;YP_001089554.1	cdf:CD630_30390;pdc:CDIF630_03323	272563.120.peg.3205
Q184M5_CLOD6	none	WP_011861789.1;YP_001089553.1	cdf:CD630_30380;pdc:CDIF630_03322	272563.120.peg.3204
Q184M3_CLOD6	none	WP_009891344.1;YP_001089551.1	cdf:CD630_30360;pdc:CDIF630_03320	272563.120.peg.3202
Q184M4_CLOD6	none	WP_009898106.1;YP_001089550.1	cdf:CD630_30350;pdc:CDIF630_03319	272563.120.peg.3201
Q184M1_CLOD6	none	WP_003432043.1;YP_001089549.1	cdf:CD630_30340;pdc:CDIF630_03318	272563.120.peg.3200
Q184M2_CLOD6	none	WP_004453775.1;YP_001089548.1	cdf:CD630_30330;pdc:CDIF630_03317	272563.120.peg.3199
Q184L9_CLOD6	none	WP_003432034.1;YP_001089546.1	cdf:CD630_30310;pdc:CDIF630_03315	272563.120.peg.3197
Q184L7_CLOD6	none	WP_003432026.1;YP_001089543.1	cdf:CD630_30280;pdc:CDIF630_03312	272563.120.peg.3194
Q184L4_CLOD6	none	WP_003439878.1;YP_001089542.1	cdf:CD630_30270;pdc:CDIF630_03311	272563.120.peg.3193
Q184L5_CLOD6	none	WP_009891335.1;YP_001089541.1	cdf:CD630_30260;pdc:CDIF630_03310	272563.120.peg.3192
Q184L2_CLOD6	none	WP_011861786.1;YP_001089540.1	cdf:CD630_30250;pdc:CDIF630_03309	272563.120.peg.3191
Q184L3_CLOD6	none	WP_011861785.1;YP_001089539.1	cdf:CD630_30240;pdc:CDIF630_03308	272563.120.peg.3190
Q18D38_CLOD6	none	WP_003435917.1;YP_001086769.1	cdf:CD630_03000;pdc:CDIF630_00425	272563.120.peg.319
Q184L0_CLOD6	none	WP_011861784.1;YP_001089538.1	cdf:CD630_30230;pdc:CDIF630_03307	272563.120.peg.3189
Q184L1_CLOD6	none	WP_011861783.1;YP_001089537.1	cdf:CD630_30220;pdc:CDIF630_03306	272563.120.peg.3188
Q184K8_CLOD6	none	WP_011861782.1;YP_001089536.1	cdf:CD630_30190;pdc:CDIF630_03304	272563.120.peg.3186
Q184K9_CLOD6	none	WP_003431999.1;YP_001089535.1	cdf:CD630_30180;pdc:CDIF630_03303	272563.120.peg.3185
Q184K7_CLOD6	none	WP_009891331.1;YP_001089534.1	cdf:CD630_30170;pdc:CDIF630_03302	272563.120.peg.3184
Q184K4_CLOD6	none	WP_003431991.1;YP_001089532.1	cdf:CD630_30150;pdc:CDIF630_03300	272563.120.peg.3182
Q184K2_CLOD6	none	WP_003431984.1;YP_001089528.1	cdf:CD630_30110;pdc:CDIF630_03296	272563.120.peg.3178
Q184J9_CLOD6	none	WP_009903396.1;YP_001089527.1	cdf:CD630_30100;pdc:CDIF630_03295	272563.120.peg.3177
Q184K0_CLOD6	none	WP_009898090.1;YP_001089526.1	cdf:CD630_30090;pdc:CDIF630_03294	272563.120.peg.3176
Q184J8_CLOD6	none	WP_009898089.1;YP_001089525.2	cdf:CD630_30070;pdc:CDIF630_03292	272563.120.peg.3174
Q184J6_CLOD6	none	WP_003439844.1;YP_001089523.1	cdf:CD630_30050;pdc:CDIF630_03290	272563.120.peg.3172
Q184J5_CLOD6	none	WP_003422586.1;YP_001089522.1	cdf:CD630_30040;pdc:CDIF630_03289	272563.120.peg.3171
Q184J3_CLOD6	none	WP_003439843.1;YP_001089521.1	cdf:CD630_30030;pdc:CDIF630_03288	272563.120.peg.3170
Q18D40_CLOD6	none	WP_011860719.1;YP_001086767.2	cdf:CD630_02980;pdc:CDIF630_00423	272563.120.peg.317
Q184J2_CLOD6	none	WP_003439841.1;YP_001089519.1	cdf:CD630_30010;pdc:CDIF630_03286	272563.120.peg.3168
Q184I9_CLOD6	none	WP_004453864.1;YP_001089516.1	cdf:CD630_29980;pdc:CDIF630_03282	272563.120.peg.3165
Q184I8_CLOD6	none	WP_011861779.1;YP_001089514.2	cdf:CD630_29960;pdc:CDIF630_03280	272563.120.peg.3163
Q184I3_CLOD6	none	WP_009898085.1;YP_001089511.1	cdf:CD630_29930;pdc:CDIF630_03277	272563.120.peg.3160
Q184I4_CLOD6	none	WP_011861777.1;YP_001089510.1	cdf:CD630_29920;pdc:CDIF630_03276	272563.120.peg.3159
Q184I2_CLOD6	none	WP_003439810.1;YP_001089509.1	cdf:CD630_29910;pdc:CDIF630_03275	272563.120.peg.3158
Q184I1_CLOD6	none	WP_003429089.1;YP_001089507.1	cdf:CD630_29890;pdc:CDIF630_03273	272563.120.peg.3156
Q184H9_CLOD6	none	WP_003429090.1;YP_001089506.1	cdf:CD630_29880;pdc:CDIF630_03272	272563.120.peg.3155
Q184H8_CLOD6	none	WP_003439799.1;YP_001089505.1	cdf:CD630_29870;pdc:CDIF630_03271	272563.120.peg.3154
Q184H6_CLOD6	none	WP_011861774.1;YP_001089502.1	cdf:CD630_29840;pdc:CDIF630_03268	272563.120.peg.3151
Q18D36_CLOD6	none	WP_003421054.1;YP_001086765.1	cdf:CD630_02960;pdc:CDIF630_00421	272563.120.peg.315
Q184H4_CLOD6	none	WP_011861772.1;YP_001089500.1	cdf:CD630_29820;pdc:CDIF630_03266	272563.120.peg.3149
Q184H0_CLOD6	none	WP_011861771.1;YP_001089499.1	cdf:CD630_29810;pdc:CDIF630_03265	272563.120.peg.3148
Q184H1_CLOD6	none	WP_011861770.1;YP_001089498.1	cdf:CD630_29800;pdc:CDIF630_03264	272563.120.peg.3147
Q184H2_CLOD6	none	WP_003439785.1;YP_001089497.1	cdf:CD630_29790;pdc:CDIF630_03263	272563.120.peg.3146
Q184G8_CLOD6	none	WP_011861769.1;YP_001089496.1	cdf:CD630_29780;pdc:CDIF630_03262	272563.120.peg.3145
Q184G5_CLOD6	none	WP_011861766.1;YP_001089492.1	cdf:CD630_29730;pdc:CDIF630_03258	272563.120.peg.3141
Q184G4_CLOD6	none	WP_009898073.1;YP_001089490.1	cdf:CD630_29720;pdc:CDIF630_03257	272563.120.peg.3140
Q18D37_CLOD6	none	WP_003435926.1;YP_001086764.1	cdf:CD630_02950;pdc:CDIF630_00420	272563.120.peg.314
Q184G2_CLOD6	none	WP_009891255.1;YP_001089489.1	cdf:CD630_29710;pdc:CDIF630_03256	272563.120.peg.3139
Q184G0_CLOD6	none	WP_011861764.1;YP_001089487.1	cdf:CD630_29690;pdc:CDIF630_03254	272563.120.peg.3137
Q184G1_CLOD6	none	WP_003439770.1;YP_001089486.1	cdf:CD630_29680;pdc:CDIF630_03253	272563.120.peg.3136
Q184F7_CLOD6	none	WP_003429956.1;YP_001089485.1	cdf:CD630_29670;pdc:CDIF630_03252	272563.120.peg.3135
Q184F8_CLOD6	none	WP_011861763.1;YP_001089484.1	cdf:CD630_29661;pdc:CDIF630_03251	272563.120.peg.3134
Q184F2_CLOD6	none	WP_003439757.1;YP_001089482.1	cdf:CD630_29650;pdc:CDIF630_03249	272563.120.peg.3132
Q184F3_CLOD6	none	WP_003439746.1;YP_001089481.1	cdf:CD630_29640;pdc:CDIF630_03248	272563.120.peg.3131
Q184F4_CLOD6	none	WP_009898068.1;YP_001089480.1	cdf:CD630_29630;pdc:CDIF630_03247	272563.120.peg.3130
Q18D30_CLOD6	none	WP_003435927.1;YP_001086763.1	cdf:CD630_02940;pdc:CDIF630_00419	272563.120.peg.313
Q184F5_CLOD6	none	WP_003439731.1;YP_001089479.1	cdf:CD630_29620;pdc:CDIF630_03246	272563.120.peg.3129
Q184F1_CLOD6	none	WP_003426769.1;YP_001089478.1	cdf:CD630_29610;pdc:CDIF630_03245	272563.120.peg.3128
Q184E8_CLOD6	none	WP_009898067.1;YP_001089477.1	cdf:CD630_29600;pdc:CDIF630_03244	272563.120.peg.3127
VATE_CLOD6	none	WP_003422659.1;YP_001089475.1	cdf:CD630_29580;pdc:CDIF630_03242	272563.120.peg.3125
VATB_CLOD6	none	WP_003422669.1;YP_001089471.1	cdf:CD630_29550;pdc:CDIF630_03238	272563.120.peg.3121
VATD_CLOD6	none	WP_009891221.1;YP_001089470.1	cdf:CD630_29540;pdc:CDIF630_03237	272563.120.peg.3120
Q184D9_CLOD6	none	WP_011861761.1;YP_001089469.1	cdf:CD630_29530;pdc:CDIF630_03236	272563.120.peg.3119
Q184E0_CLOD6	none	WP_011861760.1;YP_001089468.1	cdf:CD630_29520;pdc:CDIF630_03234	272563.120.peg.3117
Q184E1_CLOD6	none	WP_011861759.1;YP_001089467.1	cdf:CD630_29510;pdc:CDIF630_03233	272563.120.peg.3116
Q184E2_CLOD6	none	WP_011861758.1;YP_001089466.1	cdf:CD630_29500;pdc:CDIF630_03232	272563.120.peg.3115
Q184D4_CLOD6	none	WP_011861757.1;YP_001089465.1	cdf:CD630_29490;pdc:CDIF630_03231	272563.120.peg.3114
Q184D5_CLOD6	none	WP_011861756.1;YP_001089464.1	cdf:CD630_29480;pdc:CDIF630_03230	272563.120.peg.3113
Q184D8_CLOD6	none	WP_011861753.1;YP_001089461.1	cdf:CD630_29460;pdc:CDIF630_03227	272563.120.peg.3111
Q184C7_CLOD6	none	WP_011861752.1;YP_001089460.1	cdf:CD630_29450;pdc:CDIF630_03226	272563.120.peg.3110
F3Y623_CLOD6	none	WP_003425157.1;YP_006589338.1	cdf:CD630_02921;pdc:CDIF630_00417	272563.120.peg.311
Q184C8_CLOD6	none	WP_011861751.1;YP_001089459.2	cdf:CD630_29440;pdc:CDIF630_03225	272563.120.peg.3109
Q184C9_CLOD6	none	WP_011861750.1;YP_001089458.1	cdf:CD630_29430;pdc:CDIF630_03224	272563.120.peg.3108
Q184D0_CLOD6	none	WP_011861749.1;YP_001089457.1	cdf:CD630_29420;pdc:CDIF630_03223	272563.120.peg.3107
Q184D1_CLOD6	none	WP_011861748.1;YP_001089456.1	cdf:CD630_29410;pdc:CDIF630_03222	272563.120.peg.3106
Q184D2_CLOD6	none	WP_011861747.1;YP_001089455.1	cdf:CD630_29400;pdc:CDIF630_03221	272563.120.peg.3105
Q184D3_CLOD6	none	WP_011861746.1;YP_001089454.1	cdf:CD630_29390;pdc:CDIF630_03220	272563.120.peg.3104
Q184B9_CLOD6	none	WP_011861745.1;YP_001089453.1	cdf:CD630_29380;pdc:CDIF630_03219	272563.120.peg.3103
Q18D32_CLOD6	none	WP_003435932.1;YP_001086761.1	cdf:CD630_02920;pdc:CDIF630_00416	272563.120.peg.310
Q18CB3_CLOD6	none	WP_004453976.1;YP_001086490.1	cdf:CD630_00270;pdc:CDIF630_00089	272563.120.peg.31
Q184C0_CLOD6	none	WP_011861744.1;YP_001089452.1	cdf:CD630_29370;pdc:CDIF630_03214	272563.120.peg.3099
Q184C1_CLOD6	none	WP_011861743.1;YP_001089451.1	cdf:CD630_29360;pdc:CDIF630_03213	272563.120.peg.3098
Q184C3_CLOD6	none	WP_011861740.1;YP_001089449.1	cdf:CD630_29340;pdc:CDIF630_03210	272563.120.peg.3095
Q184C4_CLOD6	none	WP_011861739.1;YP_001089448.1	cdf:CD630_29330;pdc:CDIF630_03209	272563.120.peg.3094
Q184C5_CLOD6	none	WP_011861738.1;YP_001089447.2	cdf:CD630_29320;pdc:CDIF630_03208	272563.120.peg.3093
Q184C6_CLOD6	none	WP_011861737.1;YP_001089446.2	cdf:CD630_29310;pdc:CDIF630_03207	272563.120.peg.3092
Q184B1_CLOD6	none	WP_011861736.1;YP_001089445.1	cdf:CD630_29300;pdc:CDIF630_03206	272563.120.peg.3091
Q184B2_CLOD6	none	WP_011861022.1;YP_001087414.1;YP_001089444.1	cdf:CD630_09380;cdf:CD630_29290;pdc:CDIF630_01064;pdc:CDIF630_03205	272563.120.peg.3090
Q184B3_CLOD6	none	WP_011861735.1;YP_001089443.1	cdf:CD630_29280;pdc:CDIF630_03204	272563.120.peg.3089
Q184B4_CLOD6	none	WP_011861734.1;YP_001089442.2	cdf:CD630_29270;pdc:CDIF630_03203	272563.120.peg.3088
Q184B5_CLOD6	none	WP_009894741.1;YP_001089441.1	cdf:CD630_29260;pdc:CDIF630_01066;pdc:CDIF630_03200	272563.120.peg.3085
Q184B6_CLOD6	none	WP_009894743.1;YP_001087418.1;YP_001089440.1	cdf:CD630_09410;cdf:CD630_29250;pdc:CDIF630_01068;pdc:CDIF630_03198	272563.120.peg.3084
Q184B7_CLOD6	none	WP_009894744.1;YP_001087419.1;YP_001089439.1	cdf:CD630_09420;cdf:CD630_29240;pdc:CDIF630_01069;pdc:CDIF630_03197	272563.120.peg.3083
Q184B8_CLOD6	none	WP_011861025.1;YP_001087420.1;YP_001089438.1	cdf:CD630_09430;cdf:CD630_29230;pdc:CDIF630_01070;pdc:CDIF630_03196	272563.120.peg.3082
Q184A7_CLOD6	none	WP_011861027.1;YP_001087422.1;YP_001089436.1	cdf:CD630_09450;cdf:CD630_29210;pdc:CDIF630_01072;pdc:CDIF630_03194	272563.120.peg.3080
Q18D34_CLOD6	none	WP_003435938.1;YP_001086759.1	cdf:CD630_02900;pdc:CDIF630_00414	272563.120.peg.308
Q184A8_CLOD6	none	WP_003429838.1;YP_001087423.1;YP_001089435.1	cdf:CD630_09460;cdf:CD630_29200;pdc:CDIF630_01073;pdc:CDIF630_03193	272563.120.peg.3079
Q184B0_CLOD6	none	WP_011861028.1;YP_001087425.1;YP_001089433.1	cdf:CD630_09470;cdf:CD630_29170;pdc:CDIF630_01075;pdc:CDIF630_03191	272563.120.peg.3077
Q183Z6_CLOD6	none	WP_011861029.1;YP_001087426.1;YP_001089432.1	cdf:CD630_09480;cdf:CD630_29160;pdc:CDIF630_01076;pdc:CDIF630_03190	272563.120.peg.3076
Q183Z7_CLOD6	none	WP_009896624.1;YP_001087427.1;YP_001089431.1	cdf:CD630_09490;cdf:CD630_29150;pdc:CDIF630_01077;pdc:CDIF630_03189	272563.120.peg.3075
Q183Z8_CLOD6	none	WP_009888836.1;YP_001089430.2	cdf:CD630_29140;pdc:CDIF630_01078;pdc:CDIF630_03188	272563.120.peg.3074
Q183Z9_CLOD6	none	WP_003429844.1;YP_001087429.1;YP_001089429.1	cdf:CD630_09510;cdf:CD630_29130;pdc:CDIF630_01079;pdc:CDIF630_03187	272563.120.peg.3073
Q184A0_CLOD6	none	WP_011861030.1;YP_001087430.1;YP_001089428.1	cdf:CD630_09520;cdf:CD630_29120;pdc:CDIF630_01080;pdc:CDIF630_03186	272563.120.peg.3072
Q18AE3_CLOD6	none	WP_009901504.1;YP_001087431.2	cdf:CD630_09530;pdc:CDIF630_01081;pdc:CDIF630_03185	272563.120.peg.3071
Q18D26_CLOD6	none	WP_003435940.1;YP_001086758.1	cdf:CD630_02890;pdc:CDIF630_00413	272563.120.peg.307
Q184A3_CLOD6	none	WP_011861032.1;YP_001087433.1;YP_001089425.1	cdf:CD630_09540;cdf:CD630_29100;pdc:CDIF630_01083;pdc:CDIF630_03183	272563.120.peg.3069
Q184A4_CLOD6	none	WP_003429851.1;YP_001087434.1;YP_001089424.1	cdf:CD630_09550;cdf:CD630_29090;pdc:CDIF630_01084;pdc:CDIF630_03182	272563.120.peg.3068
Q184A5_CLOD6	none	WP_003429853.1;YP_001087435.1;YP_001089423.1	cdf:CD630_09560;cdf:CD630_29080;pdc:CDIF630_01085;pdc:CDIF630_03181	272563.120.peg.3067
Q183Z1_CLOD6	none	WP_011861034.1;YP_001087438.1;YP_001089421.1	cdf:CD630_09570;cdf:CD630_29070;pdc:CDIF630_01088;pdc:CDIF630_03179	272563.120.peg.3062
Q183Z2_CLOD6	none	WP_011861035.1;YP_001087439.1;YP_001089420.1	cdf:CD630_09580;cdf:CD630_29060;pdc:CDIF630_03178	272563.120.peg.3061
Q183Z3_CLOD6	none	WP_011861036.1;YP_001087440.1;YP_001089419.1	cdf:CD630_09590;cdf:CD630_29050;pdc:CDIF630_01091;pdc:CDIF630_03177	272563.120.peg.3060
Q18D27_CLOD6	none	WP_003425166.1;YP_001086757.1	cdf:CD630_02880;pdc:CDIF630_00412	272563.120.peg.306
Q183Z4_CLOD6	none	WP_011861037.1;YP_001087441.1;YP_001089418.1	cdf:CD630_09600;cdf:CD630_29040;pdc:CDIF630_01094;pdc:CDIF630_03176	272563.120.peg.3059
Q183X3_CLOD6	none	WP_011861730.1;YP_001089401.1	cdf:CD630_28880;pdc:CDIF630_03156	272563.120.peg.3040
Q18D29_CLOD6	none	WP_003425169.1;YP_001086755.1	cdf:CD630_02860;pdc:CDIF630_00410	272563.120.peg.304
Q183X0_CLOD6	none	WP_011861729.1;YP_001089399.1	cdf:CD630_28860;pdc:CDIF630_03154	272563.120.peg.3038
Q183X1_CLOD6	none	WP_003426754.1;YP_001089398.1	cdf:CD630_28850;pdc:CDIF630_03153	272563.120.peg.3037
Q183W6_CLOD6	none	WP_003439696.1;YP_001089396.1	cdf:CD630_28830;pdc:CDIF630_03151	272563.120.peg.3035
Q183W8_CLOD6	none	WP_011861727.1;YP_001089394.1	cdf:CD630_28810;pdc:CDIF630_03149	272563.120.peg.3033
Q183W3_CLOD6	none	WP_011861726.1;YP_001089392.1	cdf:CD630_28790;pdc:CDIF630_03147	272563.120.peg.3031
Q183W4_CLOD6	none	WP_011861725.1;YP_001089391.1	cdf:CD630_28780;pdc:CDIF630_03146	272563.120.peg.3030
Q183W5_CLOD6	none	WP_011861724.1;YP_001089390.1	cdf:CD630_28770;pdc:CDIF630_03145	272563.120.peg.3029
Q183W1_CLOD6	none	WP_003439679.1;YP_001089389.1	cdf:CD630_28760;pdc:CDIF630_03144	272563.120.peg.3028
Q183V8_CLOD6	none	WP_011861722.1;YP_001089387.1	cdf:CD630_28740;pdc:CDIF630_03142	272563.120.peg.3026
Q183V9_CLOD6	none	WP_009898049.1;YP_001089386.1	cdf:CD630_28730;pdc:CDIF630_03141	272563.120.peg.3025
Q183V6_CLOD6	none	WP_009891186.1;YP_001089384.1	cdf:CD630_28710;pdc:CDIF630_03139	272563.120.peg.3023
Q183V7_CLOD6	none	WP_003439631.1;YP_001089383.1	cdf:CD630_28700;pdc:CDIF630_03138	272563.120.peg.3022
Q183V3_CLOD6	none	WP_011861721.1;YP_001089382.2	cdf:CD630_28690;pdc:CDIF630_03137	272563.120.peg.3021
Q183V4_CLOD6	none	WP_011861720.1;YP_001089381.2	cdf:CD630_28680;pdc:CDIF630_03136	272563.120.peg.3020
Q18D24_CLOD6	none	WP_003421030.1;YP_001086753.1	cdf:CD630_02840;pdc:CDIF630_00408	272563.120.peg.302
Q183V5_CLOD6	none	WP_009891177.1;YP_001089380.1	cdf:CD630_28670;pdc:CDIF630_03135	272563.120.peg.3019
Q183U8_CLOD6	none	WP_009898040.1;YP_001089379.1	cdf:CD630_28660;pdc:CDIF630_03134	272563.120.peg.3018
Q183U9_CLOD6	none	WP_003439611.1;YP_001089378.1	cdf:CD630_28650;pdc:CDIF630_03133	272563.120.peg.3017
Q183V1_CLOD6	none	WP_011861719.1;YP_001089376.1	cdf:CD630_28630;pdc:CDIF630_03131	272563.120.peg.3015
Q183V2_CLOD6	none	WP_011861718.1;YP_001089375.2	cdf:CD630_28620;pdc:CDIF630_03130	272563.120.peg.3014
Q183U5_CLOD6	none	WP_003426729.1;YP_001089374.1	cdf:CD630_28610;pdc:CDIF630_03129	272563.120.peg.3013
Q183U6_CLOD6	none	WP_003426728.1;YP_001089373.1	cdf:CD630_28600;pdc:CDIF630_03128	272563.120.peg.3012
Q183U2_CLOD6	none	WP_003439596.1;YP_001089371.1	cdf:CD630_28580;pdc:CDIF630_03126	272563.120.peg.3010
Q18D25_CLOD6	none	WP_003435945.1;YP_001086752.1	cdf:CD630_02830;pdc:CDIF630_00407	272563.120.peg.301
Q183U4_CLOD6	none	WP_009898025.1;YP_001089369.1	cdf:CD630_28560;pdc:CDIF630_03124	272563.120.peg.3008
Q183U0_CLOD6	none	WP_003439589.1;YP_001089368.1	cdf:CD630_28550;pdc:CDIF630_03123	272563.120.peg.3007
Q183U1_CLOD6	none	WP_003439587.1;YP_001089367.1	cdf:CD630_28540;pdc:CDIF630_03122	272563.120.peg.3006
Q183T7_CLOD6	none	WP_003426712.1;YP_001089365.1	cdf:CD630_28520;pdc:CDIF630_03119	272563.120.peg.3004
Q183T8_CLOD6	none	WP_011861715.1;YP_001089364.1	cdf:CD630_28510;pdc:CDIF630_03118	272563.120.peg.3003
Q183T9_CLOD6	none	WP_011861714.1;YP_001089363.1	cdf:CD630_28500;pdc:CDIF630_03117	272563.120.peg.3002
Q183T1_CLOD6	none	WP_009891149.1;YP_001089361.1	cdf:CD630_28480;pdc:CDIF630_03115	272563.120.peg.3000
Q18D19_CLOD6	none	WP_011860717.1;YP_001086751.1	cdf:CD630_02820;pdc:CDIF630_00406	272563.120.peg.300
Q18CA9_CLOD6	none	WP_003425582.1;YP_001086489.1	cdf:CD630_00260;pdc:CDIF630_00088	272563.120.peg.30
Q18C87_CLOD6	none	WP_003420479.1;YP_001086466.1	cdf:CD630_00030;pdc:CDIF630_00003	272563.120.peg.3
Q183T2_CLOD6	none	WP_009893737.1;YP_001089360.1	cdf:CD630_28470;pdc:CDIF630_03114	272563.120.peg.2999
Q183T3_CLOD6	none	WP_011861712.1;YP_001089359.1	cdf:CD630_28460;pdc:CDIF630_03113	272563.120.peg.2998
Q183T4_CLOD6	none	WP_003426696.1;YP_001089358.1	cdf:CD630_28450;pdc:CDIF630_03112	272563.120.peg.2997
Q183T5_CLOD6	none	WP_003436793.1;YP_001089357.1	cdf:CD630_28440;pdc:CDIF630_03111	272563.120.peg.2996
Q183S9_CLOD6	none	WP_011861711.1;YP_001089354.1	cdf:CD630_28410;pdc:CDIF630_03108	272563.120.peg.2993
Q183S5_CLOD6	none	WP_011861709.1;YP_001089352.1	cdf:CD630_28390;pdc:CDIF630_03106	272563.120.peg.2991
Q183S6_CLOD6	none	WP_003436119.1;YP_001089351.1	cdf:CD630_28380;pdc:CDIF630_03105	272563.120.peg.2990
Q18D20_CLOD6	none	WP_003435948.1;YP_001086750.1	cdf:CD630_02810;pdc:CDIF630_00405	272563.120.peg.299
Q183R8_CLOD6	none	WP_003426667.1;YP_001089345.1	cdf:CD630_28320;pdc:CDIF630_03098	272563.120.peg.2983
Q183R6_CLOD6	none	WP_011861707.1;YP_001089344.1	cdf:CD630_28310;pdc:CDIF630_03096	272563.120.peg.2982
